FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
0 23 002,Actividad o instalación relacionada con el incidente,13,Utilización de radioisótopos para la producción de energía,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,14,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,15,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,16,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,17,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,18,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,19,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,20,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,21,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,22,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,23,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,24,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,25,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,26,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,27,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,28,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,29,Reservadas,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,30,Otras,,,,,
0 23 002,Actividad o instalación relacionada con el incidente,31,Valor faltante,,,,,
0 23 003,Tipo de emisión de sustancias,0,Ninguna emisión,,,,,
0 23 003,Tipo de emisión de sustancias,1,Emisión en la atmósfera,,,,,
0 23 003,Tipo de emisión de sustancias,2,Emisión en el agua,,,,,
0 23 003,Tipo de emisión de sustancias,3,Emisión en la atmósfera y en el agua,,,,,
0 23 003,Tipo de emisión de sustancias,4,Emisión prevista en la atmósfera,,,,,
0 23 003,Tipo de emisión de sustancias,5,Emisión prevista en el agua,,,,,
0 23 003,Tipo de emisión de sustancias,6,Emisión prevista en la atmósfera y en el agua,,,,,
0 23 003,Tipo de emisión de sustancias,7,Valor faltante,,,,,
0 23 004,Contramedidas tomadas cerca de la frontera,0,Ninguna contramedida,,,,,
0 23 004,Contramedidas tomadas cerca de la frontera,1,Evacuación,,,,,
0 23 004,Contramedidas tomadas cerca de la frontera,2,Protección en refugios,,,,,
0 23 004,Contramedidas tomadas cerca de la frontera,3,Medidas profilácticas,,,,,
0 23 004,Contramedidas tomadas cerca de la frontera,4,Agua,,,,,
0 23 004,Contramedidas tomadas cerca de la frontera,5,Reservadas,,,,,
0 23 004,Contramedidas tomadas cerca de la frontera,6,Reservadas,,,,,
0 23 004,Contramedidas tomadas cerca de la frontera,7,Valor faltante,,,,,
0 23 005,Causa del incidente,0,Las autoridades del Estado donde se produjo el incidente no se explican lo sucedido,,,,,
0 23 005,Causa del incidente,1,Las autoridades del Estado donde se produjo el incidente conocen su causa,,,,,
0 23 005,Causa del incidente,2,Reservada,,,,,
0 23 005,Causa del incidente,3,Valor faltante,,,,,
0 23 006,Situación luego del incidente,0,La situación no mejora,,,,,
0 23 006,Situación luego del incidente,1,Situación inestable,,,,,
0 23 006,Situación luego del incidente,2,La situación no empeora,,,,,
0 23 006,Situación luego del incidente,3,La situación mejora,,,,,
0 23 006,Situación luego del incidente,4,Situación estable,,,,,
0 23 006,Situación luego del incidente,5,La situación empeora,,,,,
0 23 006,Situación luego del incidente,6,Reservada,,,,,
0 23 006,Situación luego del incidente,7,Valor faltante,,,,,
0 23 007,Características de la emisión de sustancias,0,No hay emisión,,,,,
0 23 007,Características de la emisión de sustancias,1,La emisión ha cesado,,,,,
0 23 007,Características de la emisión de sustancias,2,Emisión,,,,,
0 23 007,Características de la emisión de sustancias,3,La emisión continúa,,,,,
0 23 007,Características de la emisión de sustancias,4,Reservadas,,,,,
0 23 007,Características de la emisión de sustancias,5,Reservadas,,,,,
0 23 007,Características de la emisión de sustancias,6,Reservadas,,,,,
0 23 007,Características de la emisión de sustancias,7,Valor faltante,,,,,
0 23 008/0 23 009,Estado actual o previsto de la emisión de sustancias,0,Gaseosa,,,,,
0 23 008/0 23 009,Estado actual o previsto de la emisión de sustancias,1,De partículas,,,,,
0 23 008/0 23 009,Estado actual o previsto de la emisión de sustancias,2,Mezcla de emisiones gaseosas y de partículas,,,,,
0 23 008/0 23 009,Estado actual o previsto de la emisión de sustancias,3,Valor faltante,,,,,
0 23 016,Riesgo de una importante intoxicación de origen químico que afecte a la salud,0,No hay ninguna importante intoxicación de origen químico que afecte a la salud,,,,,
0 23 016,Riesgo de una importante intoxicación de origen químico que afecte a la salud,1,Riesgo de una importante intoxicación de origen químico que afecte a la salud,,,,,
0 23 016,Riesgo de una importante intoxicación de origen químico que afecte a la salud,2,Reservada,,,,,
0 23 016,Riesgo de una importante intoxicación de origen químico que afecte a la salud,3,Valor faltante,,,,,
0 23 018,Evolución de la emisión de sustancias con el paso del tiempo,0,La emisión ha cesado,,,,,
0 23 018,Evolución de la emisión de sustancias con el paso del tiempo,1,La emisión prosigue,,,,,
0 23 018,Evolución de la emisión de sustancias con el paso del tiempo,2,Se prevé un aumento de la emisión en las próximas seis horas,,,,,
0 23 018,Evolución de la emisión de sustancias con el paso del tiempo,3,Se prevé que la emisión permanecerá constante en las próximas seis horas,,,,,
0 23 018,Evolución de la emisión de sustancias con el paso del tiempo,4,Se prevé una disminución de la emisión en las próximas seis horas,,,,,
0 23 018,Evolución de la emisión de sustancias con el paso del tiempo,5,Reservadas,,,,,
0 23 018,Evolución de la emisión de sustancias con el paso del tiempo,6,Reservadas,,,,,
0 23 018,Evolución de la emisión de sustancias con el paso del tiempo,7,Valor faltante,,,,,
0 23 031,Riesgo de que la columna radiactiva encuentre precipitaciones en el país en que ha ocurrido el incidente,0,La columna radiactiva no encontrará lluvia en el país donde se ha producido el incidente,,,,,
0 23 031,Riesgo de que la columna radiactiva encuentre precipitaciones en el país en que ha ocurrido el incidente,1,La columna radiactiva encontrará lluvia en el país donde se ha producido el incidente,,,,,
0 23 031,Riesgo de que la columna radiactiva encuentre precipitaciones en el país en que ha ocurrido el incidente,2,Reservada,,,,,
0 23 031,Riesgo de que la columna radiactiva encuentre precipitaciones en el país en que ha ocurrido el incidente,3,Valor faltante,,,,,
0 23 032,Posibilidad de que la columna radiactiva sea afectada por un cambio en la dirección o en la velocidad del viento,0,No se prevé ningún cambio importante en las próximas seis horas,,,,,
0 23 032,Posibilidad de que la columna radiactiva sea afectada por un cambio en la dirección o en la velocidad del viento,1,Se prevé un cambio importante en las próximas seis horas,,,,,
0 23 032,Posibilidad de que la columna radiactiva sea afectada por un cambio en la dirección o en la velocidad del viento,2,Reservada,,,,,
0 23 032,Posibilidad de que la columna radiactiva sea afectada por un cambio en la dirección o en la velocidad del viento,3,Valor faltante,,,,,
