TABLE_NO,TABLE_NAME,CODEFLAG,ELEMENT,OTHER
0 33 021,Calidad del valor siguiente,Cifra de clave,Dentro de los límites,
0 33 021,Calidad del valor siguiente,Cifra de clave,Fuera de los límites,
0 33 021,Calidad del valor siguiente,Cifra de clave,Reservada,
0 33 021,Calidad del valor siguiente,Cifra de clave,Valor faltante,
0 33 022,Calidad de la transmisión entre el satélite y la boya,Cifra de clave,Buena (se recibieron varios informes idénticos),
0 33 022,Calidad de la transmisión entre el satélite y la boya,Cifra de clave,Dudosa (no se recibieron informes idénticos),
0 33 022,Calidad de la transmisión entre el satélite y la boya,Cifra de clave,Reservada,
0 33 022,Calidad de la transmisión entre el satélite y la boya,Cifra de clave,Valor faltante,
0 33 023,Calidad de la ubicación de la boya,Cifra de clave,Confiable (se definió la ubicación después de dos pasos del satélite),
0 33 023,Calidad de la ubicación de la boya,Cifra de clave,Última ubicación conocida (no se definió la ubicación en el paso correspondiente),
0 33 023,Calidad de la ubicación de la boya,Cifra de clave,Dudosa (ubicación definida con un solo paso; una segunda solución es posible en el 5 por ciento de los casos),
0 33 023,Calidad de la ubicación de la boya,Cifra de clave,Valor faltante,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Reservada,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Excelente – con una aproximación de 3 metros,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Buena – con una aproximación de 10 metros,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Aceptable – con una aproximación de 20 metros,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Mala – con una aproximación de más de 20 metros,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Excelente – con una aproximación de 10 pies,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Buena – con una aproximación de 30 pies,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Aceptable – con una aproximación de 60 pies,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Mala – con una aproximación de más de 60 pies,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Reservadas,
0 33 024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Cifra de clave,Valor faltante,
0 33 025,Indicador de valores interpolados ACARS,Cifra de clave,"Tiempo interpolado, latitud y longitud transmitidas",
0 33 025,Indicador de valores interpolados ACARS,Cifra de clave,"Tiempo transmitido, latitud y longitud interpoladas",
0 33 025,Indicador de valores interpolados ACARS,Cifra de clave,"Tiempo, latitud y longitud interpolados",
0 33 025,Indicador de valores interpolados ACARS,Cifra de clave,"Tiempo, latitud y longitud transmitidos",
0 33 025,Indicador de valores interpolados ACARS,Cifra de clave,Reservadas,
0 33 025,Indicador de valores interpolados ACARS,Cifra de clave,Valor faltante,
0 33 026,Calidad de la humedad,Cifra de clave,Operaciones normales - modo de medición,
0 33 026,Calidad de la humedad,Cifra de clave,Operaciones normales – sin medición,
0 33 026,Calidad de la humedad,Cifra de clave,Escasa humedad relativa,
0 33 026,Calidad de la humedad,Cifra de clave,Elemento del higrómetro mojado,
0 33 026,Calidad de la humedad,Cifra de clave,Elemento del higrómetro contaminado,
0 33 026,Calidad de la humedad,Cifra de clave,Falla del calentador,
0 33 026,Calidad de la humedad,Cifra de clave,Falla del calentador y elemento del higrómetro contaminado/mojado,
0 33 026,Calidad de la humedad,Cifra de clave,Por lo menos uno de los parámetros de entrada utilizados en el cálculo de la relación de mezcla es inválido,
0 33 026,Calidad de la humedad,Cifra de clave,Error numérico,
0 33 026,Calidad de la humedad,Cifra de clave,Sensor no instalado,
0 33 026,Calidad de la humedad,Cifra de clave,Humedad relativa calculada > 100%,
0 33 026,Calidad de la humedad,Cifra de clave,Potencia de láser de entrada demasiado baja,
0 33 026,Calidad de la humedad,Cifra de clave,Sonda WV - Temperatura fuera de dial,
0 33 026,Calidad de la humedad,Cifra de clave,Sonda WV - Presión fuera de dial,
0 33 026,Calidad de la humedad,Cifra de clave,Línea espectral fuera de dial,
0 33 026,Calidad de la humedad,Cifra de clave,No hay salida de láser,
0 33 026,Calidad de la humedad,Cifra de clave,Reservadas,
0 33 026,Calidad de la humedad,Cifra de clave,Valor faltante,
0 33 027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),Cifra de clave,Radio ≥1 500 m,
0 33 027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),Cifra de clave,500 m ≤Radio < 1 500 m,
0 33 027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),Cifra de clave,250 m ≤ Radio < 500 m,
0 33 027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),Cifra de clave,Radio < 250 m,
0 33 027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),Cifra de clave,≤ 100 m,
0 33 027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),Cifra de clave,Reservadas,
0 33 027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),Cifra de clave,Valor faltante,
0 33 028,Calidad general de la instantánea,Cifra de clave,Nominal,
0 33 028,Calidad general de la instantánea,Cifra de clave,Degradada por error en el estado del tiempo significativo; cualquier error obtenido de los algoritmos,
0 33 028,Calidad general de la instantánea,Cifra de clave,Degradada por error instrumental,
0 33 028,Calidad general de la instantánea,Cifra de clave,Degradada por ADF corrompida/faltante,
0 33 028,Calidad general de la instantánea,Cifra de clave,Reservadas,
0 33 028,Calidad general de la instantánea,Cifra de clave,Valor faltante,
0 33 030,Banderines de estado de la línea de exploración para ATOVS,Número del bit,No utilizar escáner para generar productos,"Nota: Si el bit se fija en 1, entonces la indicación es verdadera."
0 33 030,Banderines de estado de la línea de exploración para ATOVS,Número del bit,Error en la secuencia temporal detectado durante el barrido,"Nota: Si el bit se fija en 1, entonces la indicación es verdadera."
0 33 030,Banderines de estado de la línea de exploración para ATOVS,Número del bit,Datos faltantes antes del barrido,"Nota: Si el bit se fija en 1, entonces la indicación es verdadera."
0 33 030,Banderines de estado de la línea de exploración para ATOVS,Número del bit,Sin calibración,"Nota: Si el bit se fija en 1, entonces la indicación es verdadera."
0 33 030,Banderines de estado de la línea de exploración para ATOVS,Número del bit,Sin localización geográfica,"Nota: Si el bit se fija en 1, entonces la indicación es verdadera."
0 33 030,Banderines de estado de la línea de exploración para ATOVS,Número del bit,Primera hora correcta después de la puesta al día del reloj,"Nota: Si el bit se fija en 1, entonces la indicación es verdadera."
0 33 030,Banderines de estado de la línea de exploración para ATOVS,Número del bit,El estado de los instrumentos cambió durante el barrido,"Nota: Si el bit se fija en 1, entonces la indicación es verdadera."
0 33 030,Banderines de estado de la línea de exploración para ATOVS,Número del bit,Reservados,"Nota: Si el bit se fija en 1, entonces la indicación es verdadera."
0 33 030,Banderines de estado de la línea de exploración para ATOVS,Número del bit,Valor faltante,"Nota: Si el bit se fija en 1, entonces la indicación es verdadera."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,"El campo horario es malo, pero puede ser inferido de la hora correcta anterior","Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,El campo horario es malo y no puede ser inferido de la hora correcta anterior,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,"Este registro inicia una secuencia que no concuerda con las horas anteriores (es decir, discontinuidad en el tiempo). Este hecho puede estar asociado o no a una puesta al día del reloj de la sonda (véanse los banderines de estado de la línea de exploración de la sonda ATOVS)","Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Inicio de una serie que aparentemente repiten las horas de exploración que fueron previamente aceptadas,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,La línea de exploración no fue calibrada a causa de una hora incorrecta,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,"La línea de exploración se calibró utilizando menos líneas de exploración que las recomendables debido a la proximidad del inicio o fin de los datos, o a su ausencia","Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,No se calibró la línea de exploración debido a la mala calidad o ausencia de datos de PRT,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,La línea de exploración se calibró utilizando únicamente datos marginales de PRT,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Algunos canales no se calibraron en este barrido,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Sin calibración debida al modo de los instrumentos,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Calibración cuestionable por un error en la orientación de la antena hacia el espacio,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Calibración cuestionable por un error en la orientación de la antena hacia el cuerpo negro,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Sin localización geográfica a causa de una hora incorrecta,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Localización geográfica cuestionable a causa de una clave horaria dudosa (véanse los bits de clave de defectos horarios),"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Localización geográfica cuestionable – control de verosimilitud sólo parcialmente satisfactorio,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Localización geográfica cuestionable - control de verosimilitud no satisfactorio,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Localización geográfica cuestionable a causa de la verificación de la posición de la antena,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Calibración de la línea de exploración hacia el cuerpo negro frío,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Calibración de la línea de exploración hacia el cuerpo negro caliente,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Calibración de la línea de exploración hacia el espacio,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Hacia la Tierra,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Reservados,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
0 33 031,Banderines de calidad de la línea de exploración para ATOVS,Número del bit,Valor faltante,"Notas: 1) Si el bit se fija en 1, entonces la indicación es verdadera. 2) Los bits 1 a 4 representan la clave de defectos horarios. Si todos los bits indican 0, eso significa que la hora de barrido corresponde a la prevista. 3) Los bits 5 a 10 representan la clave de problemas de calibración. Si todos los bits indican 0, eso significa una calibración normal. Si cualquiera de los bits 5, 7 ó 10 indicaran 1, significa que se han utilizado coeficientes secundarios de calibración. 4) Los bits 11 a 17 representan la clave de problemas de localización geográfica. Si todos los bits indican 0, eso significa que la localización geográfica ha sido normal."
