Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312014,Données satellitaires transmises par HIRS,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312014,,,312010,"Information sur les orbites, partie I",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312014,,,312011,"Information sur les orbites, partie II",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312014,,,105056,Répéter 5 descripteurs 56 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312014,faible précision,,301023,Latitude/longitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312014,,,005042,Numéro du canal,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312014,,,005052,Incrément du numéro du canal,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312014,,,312012,Températures de luminance mesurées par HIRS canaux 1 à 19,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312014,,,312013,Températures de luminance mesurées par HIRS - canal 20,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,Températures de luminance mesurées par MSU canaux 1 à 4,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,,,109011,Répéter 9 descripteurs 11 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,faible précision,,301023,Latitude/longitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,,,005042,Numéro du canal,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,,,005052,Incrément du numéro du canal,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,,,202129,Changer d'échelle,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,,,201132,Changer le champ de données,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,,,101004,Répéter 1 descripteur 4 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,,,012063,Température de luminance,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,,,202000,Changer d'échelle,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312015,,,201000,Changer le champ de données,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312016,Données satellitaires transmises par MSU,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312016,,,312010,"Information sur les orbites, partie I",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312016,,,312011,"Information sur les orbites, partie II",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312016,,,312015,Températures de luminance mesurées par MSU - canaux 1 à 4,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,Températures de luminance mesurées par SSU canaux 1 à 3,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,,,109008,Répéter 9 descripteurs 8 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,faible précision,,301023,Latitude/longitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,,,005042,Numéro du canal,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,,,005052,Incrément du numéro du canal,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,,,202129,Changer d'échelle,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,,,201132,Changer le champ de données,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,,,101003,Répéter 1 descripteur 3 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,,,012063,Température de luminance,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,,,202000,Changer d'échelle,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312017,,,201000,Changer le champ de données,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312018,Données satellitaires transmises par SSU,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312018,,,312010,"Information sur les orbites, partie I",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312018,,,312011,"Information sur les orbites, partie II",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312018,,,312017,Températures de luminance mesurées par SSU - canaux 1 à 3,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,Produit SAR mode vague avec modification du champ pour déterminer le numéro d'onde (spectrale,,,),,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,301047,En-tête de produits de satellite ERS,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,301048,Paramètres de radar,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,015015,Valeur maximale du spectre de l'image avant normalisation,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,029002,Type de grille de coordonnées,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,021076,Représentation des intensités,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,106012,Répéter 6 descripteurs 12 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,201129,Changer le champ de données,14 bits de long,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,spectrale,,006030,Numéro d'onde,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,201000,Changement du champ de données,Annuler,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,102012,Répéter 2 descripteurs 12 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,spectrale,,005030,Direction,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,021075,Intensité spectrale de l'image,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312019,,,021066,Données sur le degré de confiance du produit SAR mode vague,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,Produit SAR mode vague,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,,,301047,En-tête de produits de satellite ERS,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,,,301048,Paramètres de radar,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,,,015015,Valeur maximale du spectre de l'image avant normalisation,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,,,029002,Type de grille de coordonnées,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,,,021076,Représentation des intensités,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,,,104012,Répéter 4 descripteurs 12 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,spectrale,,006030,Numéro d'onde,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,,,102012,Répéter 2 descripteurs 12 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,spectrale,,005030,Direction,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,,,021075,Intensité spectrale de l'image,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312020,,,021066,Données sur le degré de confiance du produit SAR mode vague,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312021,Produit du diffusiomètre concernant le vent,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312021,,,301047,En-tête de produits de satellite ERS,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312021,,,101003,Répéter 1 descripteur 3 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312021,,,301049,Données du faisceau radar,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312021,,,011012,Vitesse du vent à 10 m,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312021,,,011011,Direction du vent à 10 m,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312021,,,021067,Données sur le degré de confiance du produit concernant le vent,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,Produit du radioaltimètre,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,301047,En-tête de produits de satellite ERS,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,dans le contexte d'une somme ou d'une moyenne,,008022,Nombre total,Nombre correspondant à une moyenne,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,011012,Vitesse du vent à 10 m,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,011050,Écart type de la vitesse du vent horizontal,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,022070,Hauteur significative des vagues,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,022026,Écart type de la hauteur significative des vagues,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,312041,Altitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,010050,Écart type de l'altitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,021068,Données sur le degré de confiance du produit du radioaltimètre,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,021071,Maxima,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,021072,État d'étalonnage de l'altimètre sur satellite,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,021073,Mode de l'altimètre sur satellite,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,312042,Corrections d'altitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,021062,Rétrodiffusion,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312022,,,015011,Log10 de la densité électronique intégrée,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312023,Produit concernant la température de la mer en surface par ATSR,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312023,,,301047,En-tête de produits de satellite ERS,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312023,,,103003,Répéter 3 descripteurs 3 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312023,dans le contexte d'une somme ou d'une moyenne,,008022,Nombre total,Nombre correspondant à une moyenne,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312023,,,012061,Température de la pellicule superficielle,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312023,,,022050,Écart type de la température de surface de la mer,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312023,,,021069,Données sur le degré de confiance du produit concernant la température de la mer en surface,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312023,,,021085,Nombre de bandes transversales de mesure de la température de la mer en surface par ATSR,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,Produit SAR mode vague — format étendu,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,,,312020,Produit SAR mode vague,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,,,008060,Signification du mode de balayage de l'échantillon,Distance,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,dans le contexte d'une somme ou d'une moyenne,,008022,Nombre total,Nombre de données dans l'échantillon,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,,,008060,Signification du mode de balayage de l'échantillon,Horizontal,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,dans le contexte d'une somme ou d'une moyenne,,008022,Nombre total,Nombre de données dans l'échantillon,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,,,025014,Coupure azimutale due au fouillis,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,longueur d'onde > 731 m,,022101,Énergie totale aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,longueur d'onde > 731 m,,022097,Longueur d'onde moyenne du spectre de l'image aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,longueur d'onde > 731 m,,022098,Dispersion en longueur d'onde aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,longueur d'onde > 731 m,,022099,Direction moyenne aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312024,longueur d'onde > 731 m,,022100,Dispersion en direction aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,Produit SAR mode vague — format étendu avec modification du champ pour déterminer le numéro d'onde (spectrale,,,),,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,spectrale,,312019,Produit SAR mode vague avec modification du champ pour déterminer le numéro d'onde,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,,,008060,Signification du mode de balayage de l'échantillon,Distance,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,dans le contexte d'une somme ou d'une moyenne,,008022,Nombre total,Nombre de données dans l'échantillon,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,,,008060,Signification du mode de balayage de l'échantillon,Horizontal,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,dans le contexte d'une somme ou d'une moyenne,,008022,Nombre total,Nombre de données dans l'échantillon,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,,,025014,Coupure azimutale due au fouillis,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,longueur d'onde > 731 m,,022101,Énergie totale aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,longueur d'onde > 731 m,,022097,Longueur d'onde moyenne du spectre de l'image aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,longueur d'onde > 731 m,,022098,Dispersion en longueur d'onde aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,longueur d'onde > 731 m,,022099,Direction moyenne aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312025,longueur d'onde > 731 m,,022100,Dispersion en direction aux petits nombres d'ondes,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,Donnée de Quikscat,,,,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,,,301046,"Indicateur d'identification du satellite, direction de déplacement, détecteur, modèle, logiciel, résolution",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,,,301011,"Année, mois, jour",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,,,301013,"Heure, minute, seconde",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,faible précision,,301023,Latitude/longitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,,,312031,Vent mesuré par SEAWINDS,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,,,101004,Répéter 1 descripteur 4 fois,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,,,312030,"Vent, incertitude formelle, vraisemblance",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,à l'avant du satellite,,021110,Numéro de sigma-0 du faisceau intérieur,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,faible précision,,301023,Latitude/longitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,,,321027,"Spécification du radar, surface équivalente radar normalisée, coefficient de variance Kp",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,à l'avant du satellite,,021111,Numéro de sigma-0 du faisceau extérieur,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,faible précision,,301023,Latitude/longitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,,,321027,"Spécification du radar, surface équivalente radar normalisée, coefficient de variance Kp",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,à l'arrière du satellite,,021112,Numéro de sigma-0 du faisceau intérieur,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,faible précision,,301023,Latitude/longitude,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,,,321027,"Spécification du radar, surface équivalente radar normalisée, coefficient de variance Kp",,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,à l'arrière du satellite,,021113,Numéro de sigma-0 du faisceau extérieur,,,,Operational
12,Catégorie 12 — Séquences correspondant à des messages d'observation à un seul niveau (données satellitaires),312026,faible précision,,301023,Latitude/longitude,,,,Operational
