Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
,,,,,105006,Repetir 5 descriptores 6 veces,,,,
,,,,,005042,Número de canal,,,,
,,,,,025142,Factor de escala del canal,,,,
,,,,,014047,Radiancia media ajustada AVHRR,,,,
,,,,,025142,Factor de escala del canal,,,,
,,,,,014048,Radiancia de la desviación estándar ajustada AVHRR,,,,
,,,(Datos OGDR de JASON-2),,,,,,,
,,340005,,,001007,Identificador del satélite,,,,
,,,,,002019,Instrumentos de satélite,,,,
,,,,,001096,Adquisición de estación,,,,
,,,,,025061,Identificación y número de versión del software,,,,
,,,,,005044,Número de ciclo del satélite,,,,
,,,,,005040,Número de órbita,,,,
,,,,,001030,Identificador del modelo numérico,,,,
,,,,,,Datación,,,,
,,0,,,04001,Año,,,,
,,0,,,04002,Mes,,,,
,,0,,,04003,Día,,,,
,,0,,,04004,Hora,,,,
,,0,,,04005,Minuto,,,,
,,0,,,04007,Segundos de un minuto (precisión de microsegundos),,,,
,,,,,,Ubicación y tipo de superficie,,,,
,,0,,,05001,Latitud (gran precisión),,,,
,,0,,,06001,Longitud (gran precisión),,,,
,,0,,,08029,Tipo de superficie,,,,
,,0,,,08074,Tipo de eco del altímetro,,,,
,,0,,,08077,Tipo de superficie detectada mediante radiómetro,,,,
,,,,,,Banderines,,,,
,,0,,,40011,Banderín de interpolación,,,,
,,0,,,25097,Estimación del error tridimensional de la órbita del navegador,,,,
,,0,,,25095,Banderín de estado del altímetro,,,,
,,0,,,25098,Banderín de calidad de los datos altimétrico,,,,
,,0,,,25099,Banderín de calidad de la corrección altimétrica,,,,
,,0,,,21144,Banderín de lluvia de altímetro,,,,
,,0,,,25096,Banderín de estado del radiómetro,,,,
,,0,,,40012,Banderín de calidad de datos radiométricos,,,,
,,0,,,40013,Banderín de interpretación de la temperatura de lumicia radiométrica,,,,
,,0,,,21169,Indicador de presencia de hielo,,,,
,,,,,,Altímetro: banda Ku,,,,
,,0,,,22151,Alcance oceánico en banda Ku,,,,
,,0,,,22162,Media cuadrática del alcance oceánico en banda Ku a 20 Hz,,,,
,,0,,,22163,Número de puntos válidos a 20 Hz para banda Ku,,,,
,,0,,,25160,Corrección instrumental neta en banda Ku,,,,
,,0,,,25133,Corrección de error sistemático sobre el estado del mar en banda Ku,,,,
,,0,,,22156,Altura de ola significativa en banda Ku,,,,
,,0,,,22164,Media cuadrática de la altura de ola significativa a20 Hz en banda Ku,,,,
,,0,,,22165,Número de puntos válidos a 20 Hz para altura de ola significativa en banda Ku,,,,
,,0,,,22166,Corrección instrumental neta de la altura de ola significativa en banda Ku,,,,
,,0,,,21137,Coeficiente corregido de retrodispersión oceánica en banda Ku,,,,
,,0,,,21138,Coeficiente corregido estándar de retrodispersión oceánica en banda Ku,,,,
,,0,,,22167,Número de puntos válidos de retrodispersión en banda Ku,,,,
,,0,,,21139,Corrección instrumental neta en banda Ku para control automático de gacia,,,,
,,0,,,21118,Corrección de atenuación respecto de SIGMA-0,,,,
,,0,,,21145,Control de gacia automático en banda Ku,,,,
,,0,,,21146,Media cuadrática del control automático de gacia en banda Ku,,,,
,,0,,,21147,Número de puntos válidos respecto del control automático de gacia en banda Ku,,,,
,,,,,,Altímetro: banda C,,,,
,,0,,,22168,Alcance oceánico en banda C,,,,
,,0,,,22169,Media cuadrática del alcance oceánico en banda C,,,,
,,0,,,22170,Número de puntos válidos a 20 Hz en banda C,,,,
,,0,,,25161,Corrección instrumental neta en banda C,,,,
,,0,,,25162,Corrección del error sistemático del estado del mar en banda C,,,,
,,0,,,22171,Altura de ola significativa en banda C,,,,
,,0,,,22172,Media cuadrática de la altura de ola significativa a 20 Hz en banda C,,,,
,,0,,,22173,Número de puntos válidos a 20 Hz respecto de la altura de ola significativa en banda C,,,,
,,0,,,22174,Corrección instrumental neta respecto de la altura de ola significativa en banda C,,,,
,,0,,,21170,Coeficiente de retrodispersión oceánica corregido en banda C,,,,
,,0,,,21171,Media cuadrática del coeficiente de retrodispersión oceánica corregido en banda C,,,,
,,0,,,22175,Número de puntos válidos respecto de la retrodispersión en banda C,,,,
,,0,,,21172,Corrección instrumental neta del control automático de gacia en banda C,,,,
,,0,,,21118,Corrección de atenuación respecto de SIGMA-0,,,,
,,0,,,21173,Control automático de gacia en banda C,,,,
,,0,,,21174,Media cuadrática del control automático de gacia en banda C,,,,
,,0,,,21175,Número de puntos válidos respecto del control automático de gacia en banda C,,,,
,,,,,,Radiómetro,,,,
,,0,,,02153,Frecuencia central del canal satelital,,,,
,,0,,,12063,Temperatura de lumicia,,,,
,,0,,,02153,Frecuencia central del canal satelital,,,,
,,0,,,12063,Temperatura de lumicia,,,,
,,0,,,02153,Frecuencia central del canal satelital,,,,
,,0,,,12063,Temperatura de lumicia,,,,
,,0,,,13090,Contenido de vapor de agua basado en mediciones radiométricas,,,,
,,0,,,13091,Contenido líquido radiométrico,,,,
,,,,,,Viento,,,,
,,0,,,07002,Altura o altitud,,,,
,,0,,,11097,Velocidad del viento a partir del altímetro,,,,
,,0,,,11098,Velocidad del viento a partir del radiómetro,,,,
,,0,,,07002,Altura o altitud,,,,
,,0,,,11095,Componente u del vector de viento del modelo,,,,
,,0,,,11096,Componente v del vector de viento del modelo,,,,
,,,,,,Topografía dinámica,,,,
,,0,,,10096,Topografía dinámica media,,,,
,,0,,,10081,Altitud del centro de gravedad sobre el elipsoide de referencia,,,,
,,0,,,10082,Tasa de altitud instantánea,,,,
,,0,,,10083,Ángulo de nadir al cuadrado externo del satélite mediante datos de plataforma,,,,
,,0,,,10101,Cuadrado del ángulo del satélite respecto del nadir según datos de la forma de onda,,,,
,,0,,,25132,Corrección ionosférica en banda Ku según modelo,,,,
,,0,,,25163,Corrección ionosférica altimétrica en banda Ku,,,,
,,0,,,25126,Corrección troposférica seca según modelo,,,,
,,0,,,25128,Corrección troposférica húmeda según modelo,,,,
,,0,,,25164,Corrección troposférica húmeda del radiómetro,,,,
,,0,,,10085,Altura media de la superficie del mar,,,,
,,0,,,10097,Altura media de la superficie del mar mediante altímetro únicamente,,,,
,,0,,,10086,Altura del geoide,,,,
,,0,,,10087,Profundidad del océano/elevación de la tierra,,,,
,,,,,010092,Altura de la marea en tierra sólida,,,,
,,,,,010088,Altura total de la marea oceánica geocéntrica (solución 1),,,,
,,,,,010089,Altura total de la marea oceánica geocéntrica (solución 2),,,,
,,,,,010098,Altura de la carga de la marea – marea oceánica geocéntrica (solución 1),,,,
,,,,,010099,Altura de la carga de la marea – marea oceánica geocéntrica (solución 2),,,,
,,,,,010090,Altura de la marea de período largo,,,,
,,,,,010100,Altura de la marea de período largo no en equilibrio,,,,
,,,,,010093,Altura de la marea en polo geocéntrico,,,,
,,,,,025127,Corrección de barómetro invertido,Corrección de la altura de la superficie del mar por carga de presión,,,
,,,,,040014,Fluctuaciones de alta frecuencia de la corrección de la topografía de la superficie del mar,,,,
,,,(Datos de nivel 1c de IASI (todos los canales)),,,,,,,
,,340007,,,001007,Identificador del satélite,,,,
,,,,,001031,Identificación del centro de origen/generación,,,,
,,,,,002019,Instrumentos de satélite,,,,
,,,,,002020,Clasificación de los satélites,,,,
,,,,,004001,Año,,,,
,,,,,004002,Mes,,,,
,,,,,004003,Día,,,,
,,,,,004004,Hora,,,,
,,,,,004005,Minuto,,,,
,,,,,202131,Cambio de escala,Añadir 3 a la escala,,,
,,,,,201138,Cambio de anchura de datos,Añadir 10 a la anchura,,,
,,,,,004006,Segundo,,,,
,,,,,201000,Cambio de anchura de datos,Anular,,,
,,,,,202000,Cambio de escala,Anular,,,
,,,,,005001,Latitud (alta precisión),,,,
,,,,,006001,Longitud (alta precisión),,,,
,,,,,007024,Ángulo cenital del satélite,,,,
,,,,,005021,Rumbo o azimut,,,,
,,,,,007025,Ángulo cenital del sol,,,,
,,,,,005022,Azimut solar,,,,
,,,,,005043,Número del campo de visión,,,,
,,,,,005040,Número de órbita,,,,
,,,,,201133,Cambio de anchura de datos,Añadir 5 a la anchura,,,
,,,,,005041,Número de la línea de exploración,,,,
,,,,,201000,Cambio de anchura de datos,Anular,,,
,,,,,201132,Cambio de anchura de datos,Añadir 4 a la anchura,,,
,,,,,025070,Número de tramas principales,,,,
,,,,,201000,Cambio de anchura de datos,Anular,,,
,,,,,202126,Cambio de escala,Sustraer 2 a la escala,,,
,,,,,007001,Altura de la estación,,,,
,,,,,202000,Cambio de escala,Anular,,,
,,1,,,03003,Repetir 3 descriptores 3 veces,,,,
,,0,,,25140,Canal de comienzo,,,,
,,0,,,25141,Canal de terminación,,,,
,,0,,,33060,GqisFlagQual — IASI individual - banderín de calidad del sistema,,,,
,,0,,,33061,GqisQualIndex — indicador del funcionamiento del ruido instrumental (contribuciones de calibración espectral y radiométrica),,,,
,,0,,,33062,GqisQualIndexLoc — indicador del índice de calidad geométrica,,,,
,,0,,,33063,GqisQualIndexRad — indicador del funcionamiento del ruido instrumental(contribuciones de calibración radiométrica),,,,
,,0,,,33064,GqisQualIndexRad — indicador del funcionamiento del ruido instrumental (contribuciones de calibración espectral),,,,
,,0,,,33065,GqisSysTecSondQual — productos de sistema TEC función de calidad,,,,
,,0,,,40020,GqisFlagQualDetailed — banderín de calidad del sistema,,,,
,,1,,,01010,Repetir 1 descriptor 10 veces,,,,
,,3,,,40002,Descripción de la banda,,,,
,,1,,,01087,Repetir 1 descriptor 87 veces,,,,
,,3,,,40003,100 canales de nivel 1c IASI,,,,
,,0,,,02019,Instrumentos de satélite,,,,
,,0,,,25051,Combinación de los canales del radiómetro AVHRR,,,,
,,1,,,01007,Repetir 1 descriptor 7 veces,,,,
,,3,,,40004,Escena única AVHRR de nivel 1c IASI,,,,
,,0,,,20081,Nubosidad en el segmento,,,,
,,0,,,08029,Tipo de superficie,,,,
,,0,,,20083,Parte del segmento cubierta por la escena,,,,
,,0,,,08029,Tipo de superficie,,,,
,,0,,,40018,GIacAvgImagIIS – promedio de las mediciones del reproductor de imágenes,,,,
,,0,,,40019,GIacVarImagIIS – variancia de las mediciones del reproductor de imágenes,,,,
,,0,,,40021,Fracción de píxel AVHRR ponderado en el campo de visión de IASI cubierto de nieve/hielo,,,,
,,0,,,40022,"Número de píxeles AVHRR faltantes, defectuosos o ausentes",,,,
,,,"(Secuencia de IASI que combina resultados de PC, selección de canales y datos mejorados)",,,,,,,
,,0,,,04001,Año,,,,
,,0,,,04002,Mes,,,,
,,0,,,04003,Día,,,,
,,0,,,04004,Hora,,,,
,,0,,,04005,Minuto,,,,
,,2,,,02131,Cambio de escala,Añadir 3 a la escala,,,
,,2,,,01138,Cambio de anchura de datos,Añadir 10 a la anchura,,,
,,0,,,04006,Segundo,,,,
,,2,,,01000,Cambio de anchura de datos,Anular,,,
,,2,,,02000,Cambio de escala,Anular,,,
,,,,,,Información sobre la ubicación,,,,
,,0,,,05001,Latitud (alta precisión),,,,
,,0,,,06001,Longitud (alta precisión),,,,
,,0,,,07024,Ángulo cenital del satélite,,,,
,,0,,,05021,Rumbo o azimut,,,,
,,0,,,07025,Ángulo cenital del sol,,,,
,,0,,,05022,Azimut solar,,,,
,,0,,,05043,Número del campo de visión,,,,
,,0,,,05040,Número de órbita,,,,
,,2,,,01133,Cambio de anchura de datos,Añadir 5 a la anchura,,,
,,0,,,05041,Número de la línea de exploración,,,,
,,2,,,01000,Cambio de anchura de datos,Anular,,,
,,2,,,01132,Cambio de anchura de datos,Añadir 4 a la anchura,,,
,,0,,,25070,Número de tramas principales,,,,
,,2,,,01000,Cambio de anchura de datos,Anular,,,
,,2,,,02126,Cambio de escala,Sustraer 2 a la escala,,,
,,0,,,07001,Altura de la estación,,,,
,,2,,,02000,Cambio de escala,Anular,,,
,,,,,,Información sobre la calidad,,,,
,,1,,,03003,Repetir 3 descriptores 3 veces,,,,
,,0,,,25140,Canal de comienzo,,,,
,,0,,,25141,Canal de terminación,,,,
,,0,,,33060,GqisFlagQual — IASI individual -banderín de calidad del sistema,,,,
,,0,,,33061,GqisQualIndex —indicador del funcionamiento del ruido instrumental (contribuciones de calibración espectral y radiométrica),,,,
,,0,,,33062,GqisQualIndexLoc — indicador del índice de calidad geométrica,,,,
,,0,,,33063,GqisQualIndexRad — indicador del funcionamiento del ruido instrumental (contribuciones de calibración radiométrica),,,,
,,0,,,33064,"GqisQualIndexRad — indicador del
funcionamiento del ruido instrumental (contribuciones de calibración espectral)",,,,
,,0,,,33065,GqisSysTecSondQual — productos de sistema TEC función de calidad,,,,
,,0,,,40020,GqisFlagQualDetailed — banderín de calidad del sistema,,,,
,,,,,,Subconjunto de canales de IASI,,,,
,,2,,,0136,Cambio de la anchura de datos,Añadir 8 a la anchura,,,
,,0,,,05042,Número del canal,,,,
,,2,,,01000,Cambio de la anchura de datos,Anular,,,
,,0,,,14046,Radiancia ajustada,,,,
,,,,,,Definición de la banda del instrumento,,,,
,,1,,,08003,Repetir 8 descriptores 3 veces,,,,
,,0,,,25140,Canal de comienzo,,,,
,,0,,,25141,Canal de terminación,,,,
,,0,,,40026,Factor de cuantificación del índice,,,,
,,0,,,40016,Media cuadrática residual en la franja,,,,
,,0,,,25062,Identificación de la base de datos,,,,
,,Índices del componente principal de la banda,,,,,,,,
,,1,,,01000,Repetición diferida de 1 descriptor,,,,
,,0,,,31002,Factor ampliado de repetición diferida del descriptor,,,,
,,0,,,40017,Índice no normalizado del componente principal,,,,
,,,,,,Análisis de las escenas VHRR,,,,
,,0,,,02019,Instrumentos de satélite,,,,
,,0,,,25051,Combinación de los canales del radiómetro AVHRR,,,,
,,1,,,01007,Repetir 1 descriptor 7 veces,,,,
,,3,,,40004,Escena única AVHRR de nivel 1c IASI,,,,
,,0,,,20081,Nubosidad en el segmento,,,,
,,0,,,08029,Tipo de superficie,,,,
,,0,,,20083,Parte del segmento cubierta por la escena,,,,
,,0,,,08029,Tipo de superficie,,,,
,,0,,,40018,GIacAvgImagIIS – promedio de las mediciones del reproductor de imágenes,,,,
,,0,,,40019,GIacVarImagIIS – variancia de las mediciones del reproductor de imágenes,,,,
,,0,,,40021,Fracción de píxel AVHRR ponderado en el campo de visión de IASI cubierto de nieve/hielo,,,,
,,0,,,40022,"Número de píxeles AVHRR faltantes, defectuosos o ausentes",,,,
,,1,,,06032,Repetir 6 descriptores 32 veces,,,,
,,0,,,08012,Calificador tierra/mar,,,,
,,0,,,08013,Calificador día/noche,,,,
,,0,,,08065,Indicador de destello solar,,,,
,,0,,,08072,Tipo de píxel(es),,,,
,,0,,,13039,Tipo de terreno (hielo/nieve),,,,
,,0,,,40015,Índice de vegetación diferencial normalizado (IVDN),,,,
,,,(Datos OGDR de JASON-2),,,,,,,
,,0,,,04001,Año,,,,
,,0,,,04002,Mes,,,,
,,0,,,04003,Día,,,,
,,0,,,04004,Hora,,,,
,,0,,,04005,Minuto,,,,
,,0,,,04007,Segundos de un minuto (precisión de microsegundos),,,,
,,,,,,Ubicación y tipo de superficie,,,,
,,0,,,05001,Latitud (gran precisión),,,,
,,0,,,06001,Longitud (gran precisión),,,,
,,0,,,08029,Tipo de superficie,,,,
,,0,,,08074,Tipo de eco del altímetro,,,,
,,0,,,08077,Tipo de superficie detectada mediante radiómetro,,,,
,,,,,,Banderines,,,,
,,0,,,40011,Banderín de interpolación,,,,
,,0,,,25097,Estimación del error tridimensional de la órbita del navegador,,,,
,,0,,,25095,Banderín de estado del altímetro,,,,
,,0,,,25098,Banderín de calidad de los datos altimétricos,,,,
,,0,,,25099,Banderín de calidad de la corrección altimétrica,,,,
,,0,,,21144,Banderín de lluvia de altímetro,,,,
,,0,,,25096,Banderín de estado del radiómetro,,,,
,,0,,,40012,Banderín de calidad de datos radiométricos,,,,
,,0,,,40013,Banderín de interpretación de la temperatura de lumicia radiométrica,,,,
,,0,,,21169,Indicador de presencia de hielo,,,,
,,0,,,40023,Banderines de estado del altímetro auxiliar,,,,
,,0,,,40024,Disponibilidad de mapa meteorológico,,,,
,,0,,,40025,Banderín de interpolación para la marea diurna media,,,,
,,,,,,Altímetro: banda Ku,,,,
,,0,,,22151,Alcance oceánico en banda Ku,,,,
,,0,,,22162,Media cuadrática del alcance oceánico en banda Ku a 20 Hz,,,,
,,0,,,22163,Número de puntos válidos a 20 Hz para banda Ku,,,,
,,0,,,25160,Corrección instrumental neta en banda Ku,,,,
,,0,,,25133,Corrección de error sistemático sobre el estado del mar en banda Ku,,,,
,,0,,,22156,Altura de ola significativa en banda Ku,,,,
,,0,,,22164,Media cuadrática de la altura de ola significativa a 20 Hz en banda Ku,,,,
,,0,,,22165,Número de puntos válidos a 20 Hz para altura de ola significativa en banda Ku,,,,
,,0,,,22166,Corrección instrumental neta de la altura de ola significativa en banda Ku,,,,
,,0,,,21137,Coeficiente corregido de retrodispersión oceánica en banda Ku,,,,
,,0,,,21138,Coeficiente corregido estándar de retrodispersión oceánica en banda Ku,,,,
,,0,,,22167,Número de puntos válidos respecto de la retrodispersión en banda Ku,,,,
,,0,,,21139,Corrección instrumental neta en banda Ku para control automático de gacia,,,,
,,0,,,21118,Corrección de atenuación aplicada a sigma-0,,,,
,,0,,,21145,Control automático de gacia en banda Ku,,,,
,,0,,,21146,Media cuadrática del control automático de gacia en banda Ku,,,,
,,0,,,21147,Número de puntos válidos respecto del control automático de gacia en banda Ku,,,,
,,,,,,Altímetro: banda C,,,,
,,0,,,22168,Alcance oceánico en banda C,,,,
,,0,,,22169,Media cuadrática del alcance oceánico en banda C,,,,
,,0,,,22170,Número de puntos válidos a 20 Hz para banda C,,,,
,,0,,,25161,Corrección instrumental neta en banda C,,,,
,,0,,,25162,Corrección de error sistemático sobre el estado del mar en banda C,,,,
,,0,,,22171,Altura de ola significativa en banda C,,,,
,,0,,,22172,Media cuadrática de la altura de ola significativa a 20 Hz en banda C,,,,
,,0,,,22173,Número de puntos válidos a 20 Hz para altura de ola significativa en banda C,,,,
,,0,,,22174,Corrección instrumental neta de la altura de ola significativa en banda C,,,,
,,0,,,21170,Coeficiente corregido de retrodispersión oceánica en banda C,,,,
,,0,,,21171,Media cuadrática del coeficiente corregido de retrodispersión oceánica en banda C,,,,
,,0,,,22175,Número de puntos válidos respecto de la retrodispersión en banda C,,,,
,,0,,,21172,Corrección instrumental neta en banda C para control automático de gacia,,,,
,,0,,,21118,Corrección de atenuación aplicada a sigma-0,,,,
,,0,,,21173,Control automático de gacia en banda C,,,,
,,0,,,21174,Media cuadrática del control automático de gacia en banda C,,,,
,,0,,,21175,Número de puntos válidos respecto del control de gacia automático en banda C,,,,
,,,,,,Radiómetro,,,,
,,0,,,02153,Frecuencia central del canal satelital,,,,
,,0,,,12063,Temperatura de lumicia,,,,
,,0,,,02153,Frecuencia central del canal satelital,,,,
,,0,,,12063,Temperatura de lumicia,,,,
,,0,,,02153,Frecuencia central del canal satelital,,,,
,,0,,,12063,Temperatura de lumicia,,,,
,,0,,,13090,Contenido de vapor de agua basado en mediciones radiométricas,,,,
,,0,,,13091,Contenido líquido radiométrico,,,,
,,,,,,Viento,,,,
,,0,,,07002,Altura o altitud,,,,
,,0,,,11097,Velocidad del viento a partir del altímetro,,,,
,,0,,,11098,Velocidad del viento a partir del radiómetro,,,,
,,0,,,07002,Altura o altitud,,,,
,,0,,,11095,Componente u del vector de viento del modelo,,,,
,,0,,,11096,Componente v del vector de viento del modelo,,,,
,,,,,,Topografía dinámica,,,,
,,0,,,10096,Topografía dinámica media,,,,
,,0,,,10081,Altitud del centro de gravedad sobre el elipsoide de referencia,,,,
,,0,,,10082,Tasa de la altitud instantánea,,,,
,,0,,,10083,Ángulo de nadir al cuadrado externo del satélite mediante datos de plataforma,,,,
,,0,,,10101,Cuadrado del ángulo del satélite respecto del nadir según datos de la forma de onda,,,,
,,0,,,25132,Corrección ionosférica en banda Ku según modelo,,,,
,,0,,,25163,Corrección ionosférica altimétrica en banda ku,,,,
,,0,,,25126,Corrección troposférica seca según modelo,,,,
,,0,,,25128,Corrección troposférica húmeda según modelo,,,,
,,0,,,25164,Corrección troposférica húmeda del radiómetro,,,,
,,0,,,10085,Altura media de la superficie del mar,,,,
,,0,,,10097,Altura media de la superficie del mar mediante altímetro únicamente,,,,
,,0,,,10086,Altura del geoide,,,,
,,0,,,10087,Profundidad del océano/elevación de la tierra,,,,
,,0,,,10092,Altura de la marea en tierra sólida,,,,
,,0,,,10088,Altura total de la marea oceánica geocéntrica (solución 1),,,,
,,0,,,10089,Altura total de la marea oceánica geocéntrica (solución 2),,,,
,,0,,,10098,Altura de la marea de carga – marea oceánica geocéntrica (solución 1),,,,
,,0,,,10099,Altura de la marea de carga – marea oceánica geocéntrica (solución 2),,,,
,,0,,,10090,Altura de la marea de período largo,,,,
,,0,,,10100,Altura de la marea de período largo no en equilibrio,,,,
,,0,,,10093,Altura de la marea en polo geocéntrico,,,,
,,0,,,25127,Corrección de barómetro invertido,Corrección de la altura de la superficie del mar por carga de presión,,,
,,0,,,22134,Número de puntos válidos para retrodispersión en banda específica,,,,
,,0,,,21185,Corrección instrumental neta en banda específica para el control automático de gacia,,,,
,,0,,,21118,Corrección de atenuación respecto de sigma-0,,,,
,,0,,,21186,Control automático de gacia en banda específica,,,,
,,0,,,21187,Media cuadrática del control automático de gacia en banda específica,,,,
,,0,,,21188,Número de puntos válidos respecto del control automático de gacia en banda específica,,,,
,,0,,,02153,Frecuencia central del canal satelital,,,,
,,0,,,12063,Temperatura de lumicia,,,,
,,0,,,02153,Frecuencia central del canal satelital,,,,
,,0,,,12063,Temperatura de lumicia,,,,
,,0,,,13090,Contenido de vapor de agua basado en mediciones radiométricas,,,,
,,0,,,13160,Contenido líquido radiométrico,,,,
,,0,,,07002,Altura o altitud,,,,
,,0,,,11097,Velocidad del viento a partir del altímetro,,,,
,,0,,,07002,Altura o altitud,,,,
,,0,,,11095,Componente u del vector de viento del modelo,,,,
,,0,,,11096,Componente v del vector de viento del modelo,,,,
,,0,,,10096,Topografía dinámica media,,,,
,,0,,,10081,Altitud del centro de gravedad sobre el elipsoide de referencia,,,,
,,0,,,10082,Tasa de altitud instantánea,,,,
,,0,,,10083,Ángulo de nadir al cuadrado externo del satélite según los datos de plataforma,,,,
,,0,,,10101,Cuadrado del ángulo del satélite respecto del nadir según datos de la forma de onda,,,,
,,0,,,02153,Frecuencia central del canal satelital,,,,
,,0,,,25165,Corrección ionosférica según modelo en banda específica,,,,
,,0,,,25126,Corrección troposférica seca según modelo,,,,
,,0,,,25128,Corrección troposférica húmeda según modelo,,,,
,,0,,,25164,Corrección troposférica húmeda del radiómetro,,,,
,,0,,,10085,Altura media de la superficie del mar,,,,
,,0,,,10086,Altura del geoide,,,,
,,0,,,10087,Profundidad del océano/elevación de la tierra,,,,
,,0,,,10092,Altura de la marea en tierra sólida,,,,
,,0,,,10088,Altura total de la marea oceánica geocéntrica (solución 1),,,,
,,0,,,10089,Altura total de la marea oceánica geocéntrica (solución 2),,,,
,,0,,,10098,Altura de la carga de la marea – marea oceánica geocéntrica (solución 1),,,,
,,0,,,10099,Altura de la carga de la marea – marea oceánica geocéntrica (solución 2),,,,
,,0,,,10090,Altura de la marea de período largo,,,,
,,0,,,10100,Altura de la marea de período largo no en equilibrio,,,,
,,0,,,10093,Altura de la marea en polo geocéntrico,,,,
,,0,,,25127,Corrección de barómetro invertido,,,,
,,0,,,40014,Fluctuaciones de alta frecuencia de la corrección de la topografía de la superficie del mar,,,,
,,,,,010102,Anomalía de altura de la superficie del mar,,,,
,,,(Productor de imágenes por microondas GPM (GMI)),,,,,,,
,,340012,,,001007,Identificador del satélite,,,,
,,,,,002019,Instrumentos de satélite,,,,
,,,,,008091,Significación de las coordenadas,= 0 coordenadas del satélite,,,
,,,,,005001,Latitud (gran exactitud),,,,
,,,,,006001,Longitud (gran exactitud),,,,
,,,,,007002,Altura o altitud,,,,
,,,,,005063,Eje longitudinal de la aeronave,,,,
,,,,,005064,Eje horizontal de la aeronave,,,,
,,,,,005066,Eje transversal de la aeronave,,,,
,,,,,005041,Número de línea de exploración,,,,
,,,,,005067,Número de líneas de exploración,,,,
,,,,,301011,"Año, mes, día",,,,
,,,,,301012,"Hora, minuto",,,,
,,,,,004007,Segundos de un minuto (exactitud de microsegundos),,,,
,,,,,008091,Significación de las coordenadas,= 1 Coordenadas de la observación,,,
,,,,,005001,Latitud (gran exactitud),,,,
,,,,,006001,Longitud (gran exactitud),,,,
