FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
0 25 023,Banderín de confianza GHRSST,6,SST inexactas debido a valores de la SST bajos (< 285K) (aplicable solo al instrumento TMI),,,,,
0 25 023,Banderín de confianza GHRSST,7,Sospecha de contaminación por lluvia aminorada,,,,,
0 25 023,Banderín de confianza GHRSST,8,Posibilidad de contaminación por lóbulo lateral,,,,,
0 25 023,Banderín de confianza GHRSST,9,Valor faltante,,,,,
0 25 024,Calidad de los datos GHRSST,0,Toma de datos infrarrojos no procesados,,,,,
0 25 024,Calidad de los datos GHRSST,1,Toma de datos con nubosidad,,,,,
0 25 024,Calidad de los datos GHRSST,2,Deficiente: Datos probablemente contaminados por nubes,,,,,
0 25 024,Calidad de los datos GHRSST,3,Datos sospechosos,,,,,
0 25 024,Calidad de los datos GHRSST,4,Datos aceptables,,,,,
0 25 024,Calidad de los datos GHRSST,5,Datos excelentes,,,,,
0 25 024,Calidad de los datos GHRSST,6,Sospecha de epidermis enfriada,,,,,
0 25 024,Calidad de los datos GHRSST,7-9,Reservadas,,,,,
0 25 024,Calidad de los datos GHRSST,10,Toma de datos en microondas no procesados,,,,,
0 25 024,Calidad de los datos GHRSST,11,Toma de datos en microondas cuestionable por posible contaminación,,,,,
0 25 024,Calidad de los datos GHRSST,12,Toma de datos en microondas aceptables,,,,,
0 25 024,Calidad de los datos GHRSST,13,Alta probabilidad de variación diurna,,,,,
0 25 024,Calidad de los datos GHRSST,14,Reservada,,,,,
0 25 024,Calidad de los datos GHRSST,15,Valor faltante,,,,,
0 25 029,Método de calibración,1,Reservado,,,,,
0 25 029,Método de calibración,2,Blanco o señal de calibración,,,,,
0 25 029,Método de calibración,3,Con relación a los pluviómetros,,,,,
0 25 029,Método de calibración,4,"Con relación a otros instrumentos (distrómetro, atenuación)",,,,,
0 25 029,Método de calibración,5,Reservado,,,,,
0 25 029,Método de calibración,6,Valor faltante,,,,,
0 25 030,Media móvil de la temperatura en la superficie del mar,0,"Media móvil en la temperatura del mar no utilizada, por no respetarse los criterios de utilización",,,,,
0 25 030,Media móvil de la temperatura en la superficie del mar,1,"Media móvil en la temperatura del mar no utilizada, por no disponerse de datos",,,,,
0 25 030,Media móvil de la temperatura en la superficie del mar,2,Media móvil en la temperatura del mar utilizada como predictor,,,,,
0 25 030,Media móvil de la temperatura en la superficie del mar,3,Valor faltante,,,,,
0 25 031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,0,Reservada,,,,,
0 25 031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,1,No se aplica ningún adelgazamiento (se incluyen todos los niveles nativos del modelo desde la base hasta la cima del pseudosondeo).,,,,,
0 25 031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,2,Los niveles nativos del modelo están presentes sólo cuando son niveles significantes conforme a las reglamentaciones B/C 25 sobre sondeos TEMP convencionales,,,,,
0 25 031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,3,Está presente un subconjunto predefinido de niveles nativos del modelo,,,,,
0 25 031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,4,No hay niveles nativos del modelo presentes. Todos los niveles del perfil son interpolados para obtener un conjunto definido de niveles de coordenadas de presión,,,,,
0 25 031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,5-6,Reservadas,,,,,
0 25 031,Método de adelgazamiento del perfil vertical generado por predicción numérica del tiempo,7,Valor faltante,,,,,
0 25 032,Información sobre el modo del perfilador del viento,0,Reservada,,,,,
0 25 032,Información sobre el modo del perfilador del viento,1,Datos de modo bajo,,,,,
0 25 032,Información sobre el modo del perfilador del viento,2,Datos de modo alto,,,,,
0 25 032,Información sobre el modo del perfilador del viento,3,Valor faltante,,,,,
0 25 033,Información sobre el submodo del perfilador del viento,0,Perfilador del viento que funciona en el submodo A,,,,,
0 25 033,Información sobre el submodo del perfilador del viento,1,Perfilador del viento que funciona en el submodo B,,,,,
0 25 033,Información sobre el submodo del perfilador del viento,2,Reservada,,,,,
0 25 033,Información sobre el submodo del perfilador del viento,3,Valor faltante,,,,,
0 25 034,Resultados de las pruebas de control de calidad del perfilador del viento,1,Prueba A realizada y negativa,,,,,
0 25 034,Resultados de las pruebas de control de calidad del perfilador del viento,2,Prueba B realizada y negativa,,,,,
0 25 034,Resultados de las pruebas de control de calidad del perfilador del viento,3,Resultados de la prueba no concluyentes,,,,,
0 25 034,Resultados de las pruebas de control de calidad del perfilador del viento,4,Valor faltante,,,,,
0 25 035,Método de decisión para la polaridad,0,No definida,,,,,
0 25 035,Método de decisión para la polaridad,1,Desviación del voltaje individual,,,,,
0 25 035,Método de decisión para la polaridad,2,"Basado en la corriente, superior a umbral",,,,,
0 25 035,Método de decisión para la polaridad,3,"Basado en el voltaje, superior a un umbral",,,,,
0 25 035,Método de decisión para la polaridad,4,"Consenso de sensores, corriente superior a umbral",,,,,
0 25 035,Método de decisión para la polaridad,5,"Consenso de sensores, voltaje superior a umbral",,,,,
0 25 035,Método de decisión para la polaridad,6,Reservada,,,,,
0 25 035,Método de decisión para la polaridad,7,Valor faltante,,,,,
0 25 036,Método de ubicación de parásitos atmosféricos,0,Red de goniómetros diversos que operan para los mismos parásitos atmosféricos,,,,,
0 25 036,Método de ubicación de parásitos atmosféricos,1,Red de estaciones de tiempos de llegada diversas que operan para los mismos parásitos atmosféricos,,,,,
0 25 036,Método de ubicación de parásitos atmosféricos,2-5,Reservadas,,,,,
0 25 036,Método de ubicación de parásitos atmosféricos,6,Técnica de alcance-rumbo para una sola estación,,,,,
0 25 036,Método de ubicación de parásitos atmosféricos,7-14,Reservadas,,,,,
0 25 036,Método de ubicación de parásitos atmosféricos,15,Valor faltante,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,0,Modo no específico,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,1,Datos de primera aproximación,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,2,Datos de nubes,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,3,Datos vectoriales medios,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,4,Datos primarios,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,5,Datos aproximados,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,6,Datos vectoriales,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,7,Datos del trazador para esta imagen,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,8,Datos del trazador para la imagen siguiente,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,9-14,Reservadas,,,,,
0 25 040,Producto de viento obtenido por el trazador de CO2,15,Valor faltante,,,,,
0 25 041,Método de información sobre la dirección de la plataforma móvil,0,Dirección comunicada originariamente en grados verdaderos,,,,,
0 25 041,Método de información sobre la dirección de la plataforma móvil,1,"Dirección comunicada originariamente utilizando la Tabla de cifrado 0700, FM 13",,,,,
0 25 041,Método de información sobre la dirección de la plataforma móvil,2,Reservada,,,,,
0 25 041,Método de información sobre la dirección de la plataforma móvil,3,Valor faltante,,,,,
0 25 042,Método de información sobre la velocidad de la plataforma móvil,0,Velocidad comunicada originariamente en metros por segundo,,,,,
0 25 042,Método de información sobre la velocidad de la plataforma móvil,1,"Velocidad comunicada originariamente utilizando la Tabla de cifrado 4451, FM 13",,,,,
0 25 042,Método de información sobre la velocidad de la plataforma móvil,2,Reservada,,,,,
0 25 042,Método de información sobre la velocidad de la plataforma móvil,3,Valor faltante,,,,,
0 25 045,Combinación de los canales de la sonda HIRS,1-20,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,
0 25 045,Combinación de los canales de la sonda HIRS,21,Valor faltante,,,,,
0 25 046,Combinación de los canales de la sonda MSU,1-4,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,
0 25 046,Combinación de los canales de la sonda MSU,5,Valor faltante,,,,,
0 25 047,Combinación de los canales de la sonda SSU,1-3,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,
0 25 047,Combinación de los canales de la sonda SSU,4,Valor faltante,,,,,
0 25 048,Combinación de los canales de la sonda AMSU-A,1-15,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,
0 25 048,Combinación de los canales de la sonda AMSU-A,16,Valor faltante,,,,,
0 25 049,Combinación de los canales de la sonda AMSU-B,1-5,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,
0 25 049,Combinación de los canales de la sonda AMSU-B,6,Valor faltante,,,,,
0 25 051,Combinación de los canales del radiómetro AVHRR,1-6,"Empezando por la posición del primer bit (bit más significativo) si el bit es 1, entonces el canal está presente si el bit es 0, entonces el canal está ausente",,,,,
0 25 051,Combinación de los canales del radiómetro AVHRR,7,Valor faltante,,,,,
0 25 053,Calidad de la observación,1,Buena,,,,,
0 25 053,Calidad de la observación,2,Redundante,,,,,
0 25 053,Calidad de la observación,3,Cuestionable,,,,,
0 25 053,Calidad de la observación,4,Mala,,,,,
0 25 053,Calidad de la observación,5,Experimental,,,,,
0 25 053,Calidad de la observación,6,Precipitada,,,,,
0 25 053,Calidad de la observación,7-11,Reservados,,,,,
0 25 053,Calidad de la observación,12,Valor faltante,,,,,
0 25 063,Procesador central o identificador de sistema,0,No definida,,,,,
0 25 063,Procesador central o identificador de sistema,1,Procesador principal,,,,,
0 25 063,Procesador central o identificador de sistema,2,Procesador auxiliar,,,,,
0 25 063,Procesador central o identificador de sistema,3-254,Reservadas,,,,,
0 25 063,Procesador central o identificador de sistema,255,Valor faltante,,,,,
0 25 069,Correcciones de presión del nivel de vuelo,1,Uniforme,,,,,
0 25 069,Correcciones de presión del nivel de vuelo,2,Línea de base ajustada,,,,,
0 25 069,Correcciones de presión del nivel de vuelo,3,Intervalo de tiempo normalizado,,,,,
0 25 069,Correcciones de presión del nivel de vuelo,4,Valor atípico verificado,,,,,
0 25 069,Correcciones de presión del nivel de vuelo,5,Plausibilidad verificada,,,,,
0 25 069,Correcciones de presión del nivel de vuelo,6,Consistencia verificada,,,,,
0 25 069,Correcciones de presión del nivel de vuelo,7,Interpolado,,,,,
0 25 069,Correcciones de presión del nivel de vuelo,8,Valor faltante,,,,,
0 25 086,Indicador de la corrección de la profundidad,0,Las profundidades no se corrigen,,,,,
0 25 086,Indicador de la corrección de la profundidad,1,Las profundidades se corrigen,,,,,
0 25 086,Indicador de la corrección de la profundidad,2,Reservada,,,,,
0 25 086,Indicador de la corrección de la profundidad,3,Valor faltante,,,,,
0 25 090,Banderín de estado orbital,0,Órbita computada durante una maniobra,,,,,
0 25 090,Banderín de estado orbital,1,Órbita ajustada de las operaciones de la misión,,,,,
0 25 090,Banderín de estado orbital,2,Órbita extrapolada de las operaciones de la misión,,,,,
0 25 090,Banderín de estado orbital,3,Órbita ajustada (preliminar/precisa),,,,,
0 25 090,Banderín de estado orbital,4,La órbita (preliminar/precisa) es estimada durante un período de maniobra,,,,,
0 25 090,Banderín de estado orbital,5,La órbita (preliminar/precisa) es interpolada como relleno de datos de seguimiento,,,,,
0 25 090,Banderín de estado orbital,6,La órbita (preliminar/precisa) es extrapolada respecto de una duración inferior a un día,,,,,
0 25 090,Banderín de estado orbital,7,La órbita (preliminar/precisa) es extrapolada respecto de una duración de uno a dos días,,,,,
0 25 090,Banderín de estado orbital,8,"La órbita (preliminar/precisa) es extrapolada respecto de una duración superior a dos días, o inmediatamente a continuación de una maniobra",,,,,
0 25 090,Banderín de estado orbital,9,Órbita del navegador DORIS* DIODE**,,,,,
0 25 090,Banderín de estado orbital,10-14,Reservadas,,,,,
0 25 090,Banderín de estado orbital,15,Valor faltante,,,,,
0 25 093,Corrección del cálculo RASS (sistema de sondeo radioacústico),1,Sin corrección,,,,,
0 25 093,Corrección del cálculo RASS (sistema de sondeo radioacústico),2,Corrección de la velocidad vertical,,,,,
0 25 093,Corrección del cálculo RASS (sistema de sondeo radioacústico),3-6,Reservados,,,,,
0 25 093,Corrección del cálculo RASS (sistema de sondeo radioacústico),7,Todas las correcciones,,,,,
0 25 093,Corrección del cálculo RASS (sistema de sondeo radioacústico),8,Valor faltante,,,,,
0 25 095,Banderín de estado del altímetro,1,"Altímetro en funcionamiento (0 si nominal, 1 si reserva)",,,,,
0 25 095,Banderín de estado del altímetro,2,Valor faltante,,,,,
0 25 096,Banderín de estado del radiómetro,1,"Indicador de modo (0 si modo 2, 1 si modo 1)",,,,,
0 25 096,Banderín de estado del radiómetro,2,"Indicador de secuencia de calibración de modo 1 (0 si los datos normales están en modo 1 ó 2, 1 si secuencia de calibración en modo 1)",,,,,
0 25 096,Banderín de estado del radiómetro,3,"Canal 2 (0 si activo, 1 si inactivo)",,,,,
0 25 096,Banderín de estado del radiómetro,4,"Canal 3 (0 si activo, 1 si inactivo)",,,,,
0 25 096,Banderín de estado del radiómetro,5,Valor faltante,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,0,Entre 0 y 30 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,1,Entre 30 y 60 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,2,Entre 60 y 90 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,3,Entre 90 y 120 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,4,Entre 120 y 150 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,5,Entre 150 y 180 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,6,Entre 180 y 210 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,7,Entre 210 y 240 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,8,Entre 240 y 270 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,9,Más de 270 cm,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,10-14,Reservadas,,,,,
0 25 097,Estimación del error tridimensional de la órbita del navegador,15,Valor faltante,,,,,
0 25 098,Banderín de calidad de los datos altimétricos,1,Alcance en banda Ku,,,,,
0 25 098,Banderín de calidad de los datos altimétricos,2,Alcance en banda C,,,,,
0 25 098,Banderín de calidad de los datos altimétricos,3,AOS en banda Ku*,,,,,
0 25 098,Banderín de calidad de los datos altimétricos,4,AOS en banda C*,,,,,
0 25 098,Banderín de calidad de los datos altimétricos,5,Coeficiente de retrodispersión en banda Ku,,,,,
0 25 098,Banderín de calidad de los datos altimétricos,6,Coeficiente de retrodispersión en banda C,,,,,
0 25 098,Banderín de calidad de los datos altimétricos,7,Ángulo respecto del nadir mediante los parámetros de la forma de onda en banda Ku,,,,,
0 25 098,Banderín de calidad de los datos altimétricos,8,Ángulo respecto del nadir mediante la plataforma,,,,,
0 25 098,Banderín de calidad de los datos altimétricos,9,Valor faltante,,,,,
0 25 099,Banderín de calidad de la corrección altimétrica,1,Corrección instrumental del alcance en banda Ku,,,,,
0 25 099,Banderín de calidad de la corrección altimétrica,2,Corrección instrumental del alcance en banda C,,,,,
0 25 099,Banderín de calidad de la corrección altimétrica,3,Corrección instrumental de la AOS* en banda Ku,,,,,
0 25 099,Banderín de calidad de la corrección altimétrica,4,Corrección instrumental de la AOS* en banda C,,,,,
0 25 099,Banderín de calidad de la corrección altimétrica,5,Corrección instrumental del coeficiente de retrodispersión en banda Ku,,,,,
0 25 099,Banderín de calidad de la corrección altimétrica,6,Corrección instrumental del coeficiente de retrodispersión en banda C,,,,,
0 25 099,Banderín de calidad de la corrección altimétrica,7-8,Reservados,,,,,
0 25 099,Banderín de calidad de la corrección altimétrica,9,Valor faltante,,,,,
0 25 110,Resumen de proceso de imagen,1,Análisis de datos en bruto utilizado para la corrección de datos en bruto. Corrección realizada en base a parámetros por defecto,,,,,
0 25 110,Resumen de proceso de imagen,2,Análisis de datos en bruto utilizado para la corrección de datos en bruto. Corrección realizada en base a los resultados del análisis de datos en bruto,,,,,
0 25 110,Resumen de proceso de imagen,3,Corrección de la configuración de elevación de la antena aplicada,,,,,
0 25 110,Resumen de proceso de imagen,4,"Réplica de la fluctuación del largo de onda (""chirp"") nominal utilizada",,,,,
0 25 110,Resumen de proceso de imagen,5,"Fluctuación del largo de onda (""chirp"") reconstruida utilizada",,,,,
0 25 110,Resumen de proceso de imagen,6,Conversión de alcance oblicuo a alcance terrestre aplicada,,,,,
0 25 110,Resumen de proceso de imagen,7-9,Reservados,,,,,
0 25 110,Resumen de proceso de imagen,10,Valor faltante,,,,,
0 25 112,Banderín de calidad de los datos altimétricos en banda específica,1,Alcance en banda específica,,,,,
0 25 112,Banderín de calidad de los datos altimétricos en banda específica,2,Altura de ola significativa en banda específica,,,,,
0 25 112,Banderín de calidad de los datos altimétricos en banda específica,3,Coeficiente de retrodispersión en banda específica,,,,,
0 25 112,Banderín de calidad de los datos altimétricos en banda específica,4,Ángulo respecto del nadir mediante los parámetros de la forma de onda en banda específica,,,,,
0 25 112,Banderín de calidad de los datos altimétricos en banda específica,5,Ángulo respecto del nadir mediante la plataforma,,,,,
0 25 112,Banderín de calidad de los datos altimétricos en banda específica,6-8,Reservados,,,,,
0 25 112,Banderín de calidad de los datos altimétricos en banda específica,9,Valor faltante,,,,,
0 25 113,Banderín de calidad de la corrección altimétrica en banda específica,1,Corrección instrumental del alcance en banda específica,,,,,
0 25 113,Banderín de calidad de la corrección altimétrica en banda específica,2,Corrección instrumental de la altura de ola significativa en banda específica,,,,,
0 25 113,Banderín de calidad de la corrección altimétrica en banda específica,3,Corrección instrumental del coeficiente de retrodispersión en banda específica,,,,,
0 25 113,Banderín de calidad de la corrección altimétrica en banda específica,4-8,Reservados,,,,,
0 25 113,Banderín de calidad de la corrección altimétrica en banda específica,9,Valor faltante,,,,,
0 25 120,Banderín de proceso de nivel 2 – RA-2,0,El porcentaje de DSR* sin errores de proceso durante el proceso en nivel 2 es superior al umbral aceptable,,,,,
0 25 120,Banderín de proceso de nivel 2 – RA-2,1,El porcentaje de DSR sin errores de proceso durante el proceso en nivel 2 es inferior al nivel aceptable,,,,,
0 25 120,Banderín de proceso de nivel 2 – RA-2,2,Reservada,,,,,
0 25 120,Banderín de proceso de nivel 2 – RA-2,3,Valor faltante,,,,,
0 25 122,Configuración del equipo informático para radiofrecuencia,0,La configuración del equipo informático para RF* es A,,,,,
0 25 122,Configuración del equipo informático para radiofrecuencia,1,La configuración del equipo informático para RF es B,,,,,
0 25 122,Configuración del equipo informático para radiofrecuencia,2,Reservada,,,,,
0 25 122,Configuración del equipo informático para radiofrecuencia,3,Valor faltante,,,,,
0 25 123,Configuración del equipo informático para amplificador de gran potencia,0,La configuración del equipo informático para HPA* es A,,,,,
0 25 123,Configuración del equipo informático para amplificador de gran potencia,1,La configuración del equipo informático para HPA es B,,,,,
0 25 123,Configuración del equipo informático para amplificador de gran potencia,2,Reservado,,,,,
0 25 123,Configuración del equipo informático para amplificador de gran potencia,3,Valor faltante,,,,,
0 25 124,Banderín de proceso de nivel 2 – MWR*,0,El porcentaje de DSR** sin errores de proceso durante el proceso en nivel 2 es superior al umbral aceptable,,,,,
0 25 124,Banderín de proceso de nivel 2 – MWR*,1,El porcentaje de DSR sin errores de proceso durante el proceso en nivel 2 es inferior al nivel aceptable,,,,,
0 25 124,Banderín de proceso de nivel 2 – MWR*,2,Reservada,,,,,
0 25 124,Banderín de proceso de nivel 2 – MWR*,3,Valor faltante,,,,,
0 25 150,Método de análisis de la intensidad de los ciclones tropicales a partir de datos obtenidos por satélites,1,Análisis Dvorak de la intensidad en VIS (imágenes visuales),,,,,
0 25 150,Método de análisis de la intensidad de los ciclones tropicales a partir de datos obtenidos por satélites,2,Análisis Dvorak de la intensidad en EIR (imágenes de infrarrojos realzadas),,,,,
0 25 150,Método de análisis de la intensidad de los ciclones tropicales a partir de datos obtenidos por satélites,3-14,Reservadas,,,,,
0 25 150,Método de análisis de la intensidad de los ciclones tropicales a partir de datos obtenidos por satélites,15,Valor faltante,,,,,
0 25 174,Banderín de información de SMOS,1,Píxel afectado por efectos IRF,,,,,
0 25 174,Banderín de información de SMOS,2,"Píxel ubicado en la dirección del alias hexagonal, centrado en el alias solar",,,,,
0 25 174,Banderín de información de SMOS,3,Píxel cercano al borde de la zona sin alias ampliada,,,,,
0 25 174,Banderín de información de SMOS,4,Píxel interior de la zona sin alias ampliada,,,,,
0 25 174,Banderín de información de SMOS,5,Píxel interior de la zona sin alias exclusiva,,,,,
0 25 174,Banderín de información de SMOS,6,Píxel ubicado en una zona en que se ha reconstruido el alias lunar,,,,,
0 25 174,Banderín de información de SMOS,7,Píxel ubicado en una zona en que se ha detectado reflexión solar,,,,,
0 25 174,Banderín de información de SMOS,8,Píxel ubicado en una zona en que se ha reconstruido el alias solar,,,,,
0 25 174,Banderín de información de SMOS,9,Se ha efectuado una transformación del objetivo plano durante la reconstrucción de imagen de este píxel,,,,,
0 25 174,Banderín de información de SMOS,10,Se ha combinado la escena con una escena de ajuste de polarización opuesta durante la reconstrucción de la imagen para dar cuenta de las pérdidas por polarización cruzada,,,,,
0 25 174,Banderín de información de SMOS,11,Se ha efectuado una corrección lunar directa durante la reconstrucción de este píxel,,,,,
0 25 174,Banderín de información de SMOS,12,Se ha efectuado una corrección de reflejo solar durante la reconstrucción de este píxel,,,,,
0 25 174,Banderín de información de SMOS,13,Se ha efectuado una corrección solar directa durante la reconstrucción de esta imagen,,,,,
0 25 174,Banderín de información de SMOS,14,Valor faltante,,,,,
0 25 181,Banderín de procesamiento de nivel 2,0,OK,,,,,
0 25 181,Banderín de procesamiento de nivel 2,1,El porcentaje de registros de nivel 2b exentos de errores de procesamiento es inferior al umbral aceptable,,,,,
0 25 181,Banderín de procesamiento de nivel 2,2,Valor faltante,,,,,
0 25 182,Banderín de procesamiento de nivel 1,0,OK,,,,,
0 25 182,Banderín de procesamiento de nivel 1,1,El porcentaje de registros de nivel 1b exentos de errores de procesamiento es inferior al umbral aceptable,,,,,
0 25 182,Banderín de procesamiento de nivel 1,2,Valor faltante,,,,,
0 25 184,Estado del producto de nivel 2,0,OK,,,,,
0 25 184,Estado del producto de nivel 2,1,El producto tiene una duración inferior a la del producto entrante,,,,,
0 25 184,Estado del producto de nivel 2,2,Valor faltante,,,,,
0 25 185,Método de encriptación,0,AES 256,,,,,
0 25 185,Método de encriptación,1-254,Reservadas,,,,,
