ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
,,025 150,Método de análisis de la intensidad de los ciclones tropicales a partir de datos obtenidos por satélites,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,,025 160,Corrección instrumental neta en banda Ku,m,4,-120000,18,m,4,6,,,
,,025 161,Corrección instrumental neta en banda C,m,4,-120000,18,m,4,6,,,
,,025 162,Corrección del error sistemático sobre el estado del mar en banda C,m,4,-6000,13,m,4,4,,,
,,025 163,Corrección ionosférica altimétrica en banda Ku,m,3,-32768,16,m,3,5,,,
,,025 164,Corrección troposférica húmeda del radiómetro,m,4,-5000,13,m,4,5,,,
,,025 165,Corrección ionosférica según modelo en banda específica,m,4,-32768,16,m,4,5,,,
,,025 166,Corrección del error sistemático sobre el estado del mar en banda específica,m,4,-32768,16,m,4,5,,,
,,025 167,Corrección instrumental neta en banda específica,m,4,-120000,18,m,4,6,,,
,,025 170,Intervalo de muestreo (tiempo),s,0,0,10,s,0,4,,,
,,025 171,Período de promediación de las muestras,s,0,0,10,s,0,4,,,
,,025 172,Número de muestras,Numérica,0,0,10,Numérica,0,4,,,
,,025 174,Banderín de información de SMOS,Tabla de banderines,0,0,14,Tabla de banderines,0,5,,,
,,025 175,Residuo modificado,Numérica,2,0,13,Numérica,2,4,(véase la nota 7),,
,,025 180,Porcentaje LRM*,%,2,0,16,%,2,5,,,
,,025 181,Banderín de procesamiento de nivel 2,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,
,,025 182,Banderín de procesamiento de nivel 1,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,
,,025 183,Calidad de procesamiento de nivel 1,%,2,0,14,%,2,5,,,
,,025 184,Estado del producto de nivel 2,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,
,,025 185,Método de encriptación,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,
,,025 186,Versión de la clave de encriptación,CCITT IA5,0,0,96,Carácter,0,12,,,
,,025 187,Banderín de confianza,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,,025 188,Método para reducir la presión al nivel del mar,Tabla de cifrado,0,0,5,Tabla de cifrado,0,24,,,
,,025 189,Rango de longitudes de onda permitidas,m,0,1,9,m,0,,,,
,,025 190,Modo de cálculo del eco del altímetro,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,
,,025 191,Modo de seguimiento del altímetro,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,
