ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
,,0040049,Pruebas de nubes ejecutadas y resultados,Tabla de banderines,0,0,16,Tabla de banderines,0,5,,,
,,0040050,Inicialización de la recuperación,Tabla de banderines,0,0,8,Tabla de banderines,0,3,,,
,,0040051,Convergencia de la recuperación iterativa,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,0040052,Indicación de superadiabático y supersaturación en la recuperación,Tabla de banderines,0,0,8,Tabla de banderines,0,3,,,
,,0040053,Número de iteraciones utilizadas para la recuperación,Numérica,0,0,8,Numérica,0,3,,,
,,0040054,Errores potenciales de cálculo y en las entradas,Tabla de banderines,0,0,13,Tabla de banderines,0,4,,,
,,0040055,Diagnóstico sobre la recuperación,Tabla de banderines,0,0,21,Tabla de banderines,0,7,,,
,,0040056,Calidad general de la recuperación,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,0040057,Banderines de recuperación de IASI de nivel 2,Tabla de banderines,0,0,31,Tabla de banderines,0,10,,,
,,0040058,Número de vectores que describen las matrices de caracterización,Numérica,0,0,8,Numérica,0,3,,,
,,0040059,Número de capas efectivamente recuperadas,Numérica,0,0,8,Numérica,0,3,,,
,,0040060,Número de perfiles recuperados en la línea de exploración,Numérica,0,0,8,Numérica,0,3,,,
,,0040061,Columnas parciales de aire en cada capa recuperada,mol/cm⁻²,3,0,16,mol/cm⁻²,3,5,,,
,,0040062,Columnas parciales apriorísticas en cada capa recuperada,mol/cm⁻²,10,0,16,mol/cm⁻²,10,5,,,
,,0040063,Vector de ajuste que multiplica el vector apriorístico para definir,Numérica,5,0,26,Numérica,5,8,,,
,,0040064,Principales valores propios de la matriz de sensibilidad,Numérica,6,0,31,Numérica,6,10,,,
,,0040065,Principales vectores propios de la matriz de sensibilidad,Numérica,6,-1000000000,31,Numérica,6,10,,,
,,0040066,Indicador de calidad del vapor de agua atmosférico,Numérica,1,0,8,Numérica,1,3,,,
,,0040067,Indicador de calidad de la temperatura atmosférica,Numérica,1,0,8,Numérica,1,3,,,
,,0040068,Banderín de calidad de la recuperación general del SO2,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,,0040069,Error de recuperación estimado mediante PWLR* para la temperatura d,K,4,-1000000,21,K,4,7,,,
,,0040070,Error de recuperación estimado mediante PWLR* para el punto de rocí,K,4,-1000000,21,K,4,7,,,
,,0040071,Matriz de covarianza del error de recuperación para el ozono en el,Numérica,4,-1000000,2,Numérica,4,7,,,
,,0040072,Indicador de calidad de la recuperación estimado mediante PWLR para,Numérica,1,0,8,Numérica,1,3,,,
,,0040073,Error de recuperación estimado mediante PWLR para la temperatura de,K,1,0,8,K,1,3,,,
,,0040074,Banderines de calidad de interferometría general,Tabla de banderines,0,0,16,,,,,,
