TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT,NOM de L’ÉLÉMENT
Table D/10 BUFR – 3,3 10 011,2 02 126,Changer d'échelle,,
Table D/10 BUFR – 3,3 10 011,0 07 001,Hauteur de la station,,
Table D/10 BUFR – 3,3 10 011,2 02 000,Changer d'échelle,,
Table D/10 BUFR – 3,3 10 011,0 07 024,Distance zénithale du satellite,,
Table D/10 BUFR – 3,3 10 011,0 05 021,Direction ou azimut,Azimut du satellite,
Table D/10 BUFR – 3,3 10 011,0 07 025,Distance zénithale du soleil,,
Table D/10 BUFR – 3,3 10 011,0 05 022,Azimut du soleil,,
Table D/10 BUFR – 3,3 10 011,0 33 033,Indicateurs de qualité du champ de vision du sondeur ATOVS,,
Table D/10 BUFR – 3,3 10 011,0 02 151,Indicateur d'identification du radiomètre,,
Table D/10 BUFR – 3,3 10 011,0 12 064,Température de l'instrument,,
Table D/10 BUFR – 3,3 10 011,0 02 151,Indicateur d'identification du radiomètre,,
Table D/10 BUFR – 3,3 10 011,0 12 064,Température de l'instrument,,
Table D/10 BUFR – 3,3 10 011,0 02 151,Indicateur d'identification du radiomètre,,
Table D/10 BUFR – 4,3 10 011,0 12 064,Température de l'instrument,,
Table D/10 BUFR – 4,3 10 011,0 02 151,Indicateur d'identification du radiomètre,,
Table D/10 BUFR – 4,3 10 011,0 12 064,Température de l'instrument,,
Table D/10 BUFR – 4,3 10 012,0 02 150,(Paramètres du canal du sondeur ATOVS) Numéro du canal de l'instrument TOVS/ ATOVS/AVHRR,,
Table D/10 BUFR – 4,3 10 012,0 25 076,"Log10 du numéro d'onde centrale de la luminance énergétique pour la mesure de la température, dans le cas du sondeur ATOVS",,
Table D/10 BUFR – 4,3 10 012,0 25 077,Coefficient 1 de correction de largeur de bande,,
Table D/10 BUFR – 4,3 10 012,0 25 078,Coefficient 2 de correction de largeur de bande,,
Table D/10 BUFR – 4,3 10 012,0 33 032,Indicateurs de qualité du canal du sondeur ATOVS,,
Table D/10 BUFR – 4,3 10 012,2 01 132,Changer le champ de données,,
Table D/10 BUFR – 4,3 10 012,2 02 129,Changer d'échelle,,
Table D/10 BUFR – 4,3 10 012,0 12 063,Température de luminance,,
Table D/10 BUFR – 4,3 10 012,2 02 000,Changer d'échelle,,
Table D/10 BUFR – 4,3 10 012,2 01 000,Changer le champ de données,,
Table D/10 BUFR – 4,3 10 013,0 01 007,(Données de l'AVHRR (couverture mondiale)) Indicateur d'identification du satellite,,
Table D/10 BUFR – 4,3 10 013,0 05 040,Numéro de l'orbite,,
Table D/10 BUFR – 4,3 10 013,0 04 001,Année,,
Table D/10 BUFR – 4,3 10 013,0 04 002,Mois,,
Table D/10 BUFR – 4,3 10 013,0 04 003,Jour,,
Table D/10 BUFR – 4,3 10 013,0 04 004,Heure,,
Table D/10 BUFR – 4,3 10 013,0 04 005,Minute,,
Table D/10 BUFR – 4,3 10 013,0 04 006,Seconde,,
Table D/10 BUFR – 4,3 10 013,0 05 001,Latitude (précision élevée),,
Table D/10 BUFR – 4,3 10 013,0 06 001,Longitude (précision élevée),,
Table D/10 BUFR – 4,3 10 013,0 07 025,Distance zénithale du soleil,,
Table D/10 BUFR – 4,3 10 013,0 05 043,Numéro du champ de vision,,
Table D/10 BUFR – 4,3 10 013,0 25 085,Fraction de pixels clairs dans le champ de vision du sondeur HIRS,,
Table D/10 BUFR – 4,3 10 013,2 01 131,Changer le champ de données,,
Table D/10 BUFR – 4,3 10 013,2 02 129,Changer d'échelle,,
Table D/10 BUFR – 4,3 10 013,0 02 150,Numéro du canal de l'instrument TOVS/ ATOVS/AVHRR,,
Table D/10 BUFR – 4,3 10 013,0 08 023,Statistiques de premier ordre,,
Table D/10 BUFR – 4,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 4,3 10 013,0 14 027,Albédo,,
Table D/10 BUFR – 4,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 4,3 10 013,0 14 027,Albédo,,
Table D/10 BUFR – 4,3 10 013,0 02 150,Numéro du canal de l'instrument TOVS/ ATOVS/AVHRR,,
Table D/10 BUFR – 4,3 10 013,0 08 023,Statistiques de premier ordre,,
Table D/10 BUFR – 4,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 14 027,Albédo,,
Table D/10 BUFR – 5,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 14 027,Albédo,,
Table D/10 BUFR – 5,3 10 013,0 02 150,Numéro du canal de l'instrument TOVS/ ATOVS/AVHRR,,
Table D/10 BUFR – 5,3 10 013,0 08 023,Statistiques de premier ordre,,
Table D/10 BUFR – 5,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 14 027,Albédo,,
Table D/10 BUFR – 5,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 14 027,Albédo,,
Table D/10 BUFR – 5,3 10 013,2 02 000,Changer d'échelle,,
Table D/10 BUFR – 5,3 10 013,2 01 000,Changer le champ de données,,
Table D/10 BUFR – 5,3 10 013,2 01 132,Changer le champ de données,,
Table D/10 BUFR – 5,3 10 013,2 02 129,Changer d'échelle,,
Table D/10 BUFR – 5,3 10 013,0 02 150,Numéro du canal de l'instrument TOVS/ ATOVS/AVHRR,,
Table D/10 BUFR – 5,3 10 013,0 08 023,Statistiques de premier ordre,,
Table D/10 BUFR – 5,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 12 063,Température de luminance,,
Table D/10 BUFR – 5,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 12 063,Température de luminance,,
Table D/10 BUFR – 5,3 10 013,0 02 150,Numéro du canal de l'instrument TOVS/ ATOVS/AVHRR,,
Table D/10 BUFR – 5,3 10 013,0 08 023,Statistiques de premier ordre,,
Table D/10 BUFR – 5,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 12 063,Température de luminance,,
Table D/10 BUFR – 5,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 12 063,Température de luminance,,
Table D/10 BUFR – 5,3 10 013,0 02 150,Numéro du canal de l'instrument TOVS/ ATOVS/AVHRR,,
Table D/10 BUFR – 5,3 10 013,0 08 023,Statistiques de premier ordre,,
Table D/10 BUFR – 5,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 12 063,Température de luminance,,
Table D/10 BUFR – 5,3 10 013,0 08 072,Type de pixel,,
Table D/10 BUFR – 5,3 10 013,0 12 063,Température de luminance,,
Table D/10 BUFR – 5,3 10 013,2 02 000,Changer d'échelle,,
Table D/10 BUFR – 5,3 10 013,2 01 000,Changer le champ de données,,
Table D/10 BUFR – 5,3 10 014,3 01 072,(Données de vent du satellite géostationnaire) Identification du satellite,"Identification du satellite, date/ heure, latitude/ longitude",
Table D/10 BUFR-6,3 10 014,3 03 041,Séquence de données de vent,,
Table D/10 BUFR-6,3 10 014,3 04 011,GOES-I/M info,,
Table D/10 BUFR-6,3 10 015,3 01 072,(Données de Météosat relatives au rayonnement) Identification du satellite,,
Table D/10 BUFR-6,3 10 015,0 07 024,Distance zénithale du satellite,,
Table D/10 BUFR-6,3 10 015,0 10 002,Hauteur,,
Table D/10 BUFR-6,3 10 015,3 03 041,Séquence de données de vent,,
Table D/10 BUFR-6,3 10 015,1 01 003,Répéter 1 descripteur 3 fois,,
Table D/10 BUFR-6,3 10 015,3 04 032,Nébulosité,,
Table D/10 BUFR-6,3 10 015,0 02 152,Instrument de satellite utilisé dans le traitement des données,,
Table D/10 BUFR-6,3 10 015,0 02 024,Méthode de calcul de l'humidité moyenne intégrée,,
Table D/10 BUFR-6,3 10 015,0 07 004,Pression,,
Table D/10 BUFR-6,3 10 015,0 07 004,Pression,,
Table D/10 BUFR-6,3 10 015,0 13 003,Humidité relative,,
Table D/10 BUFR-6,3 10 015,1 01 003,Répéter 1 descripteur 3 fois,,
Table D/10 BUFR-6,3 10 015,3 04 033,Luminance énergétique par ciel clair,,
Table D/10 BUFR-6,3 10 016,3 01 072,(Données de Météosat deuxième génération (MSG) relatives au rayonnement) Identification du satellite,,
Table D/10 BUFR-6,3 10 016,0 07 024,Distance zénithale du satellite,,
Table D/10 BUFR-6,3 10 016,0 10 002,Hauteur,,
Table D/10 BUFR-6,3 10 016,3 03 041,Séquence de données de vent,,
Table D/10 BUFR-6,3 10 016,1 01 012,Répéter 1 descripteur 12 fois,,
Table D/10 BUFR-6,3 10 016,3 04 032,Nébulosité,,
Table D/10 BUFR-6,3 10 016,0 02 152,Instrument de satellite utilisé dans le traitement des données,,
Table D/10 BUFR-6,3 10 016,0 02 024,Méthode de calcul de l'humidité moyenne intégrée,,
Table D/10 BUFR-6,3 10 016,0 07 004,Pression,,
Table D/10 BUFR-6,3 10 016,0 07 004,Pression,,
Table D/10 BUFR-6,3 10 016,0 13 003,Humidité relative,,
Table D/10 BUFR-6,3 10 016,1 01 012,Répéter 1 descritpeur 12 fois,,
Table D/10 BUFR-6,3 10 016,3 04 033,Luminance énergétique par ciel clair,,
Table D/10 BUFR-6,3 10 018,0 01 007,(Données sur l'ozone) Indicateur d'identification du satellite,,
Table D/10 BUFR-6,3 10 018,0 05 040,Numéro de l'orbite,,
Table D/10 BUFR-6,3 10 018,0 04 001,Année,,
Table D/10 BUFR-6,3 10 018,0 04 043,Jour de l'année,,
Table D/10 BUFR-6,3 10 018,0 04 004,Heure,,
Table D/10 BUFR-6,3 10 018,0 04 005,Minute,,
Table D/10 BUFR-6,3 10 018,0 04 006,Seconde,,
Table D/10 BUFR-6,3 10 018,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR-6,3 10 018,0 26 030,Temps d'intégration de la mesure,,
Table D/10 BUFR – 7,3 10 018,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR – 7,3 10 018,0 05 002,Latitude (faible précision),,
Table D/10 BUFR – 7,3 10 018,0 06 002,Longitude (faible précision),,
Table D/10 BUFR – 7,3 10 018,0 33 072,Erreur relative à l'ozone,,
Table D/10 BUFR – 7,3 10 018,0 07 025,Distance zénithale du soleil,,
Table D/10 BUFR – 7,3 10 018,0 05 022,Azimut du soleil,,
Table D/10 BUFR – 7,3 10 018,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR – 7,3 10 018,0 15 001,Ozone total,,
Table D/10 BUFR – 7,3 10 018,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR – 7,3 10 018,0 08 003,Caractéristique verticale (observations par satellite),= 0 Surface,
Table D/10 BUFR – 7,3 10 018,2 07 001,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR – 7,3 10 018,0 10 004,Pression,Terrain,
Table D/10 BUFR – 7,3 10 018,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR – 7,3 10 018,0 08 003,Caractéristique verticale (observations par satellite),Mis à valeur manquante (annuler),
Table D/10 BUFR – 7,3 10 018,0 08 003,Caractéristique verticale (observations par satellite),= 2 Sommet des nuages,
Table D/10 BUFR – 7,3 10 018,0 33 042,Type de limite représentée par la valeur qui suit,= 0 Limite inférieure exclue,
Table D/10 BUFR – 7,3 10 018,2 07 001,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR – 7,3 10 018,0 07 004,Pression,,
Table D/10 BUFR – 7,3 10 018,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR – 7,3 10 018,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR – 7,3 10 018,0 15 001,Ozone total,Inférieur à la pression au sommet des nuages,
Table D/10 BUFR – 7,3 10 018,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR – 7,3 10 018,0 08 003,Caractéristique verticale (observations par satellite),Mis à valeur manquante (annuler),
Table D/10 BUFR – 7,3 10 018,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR – 7,3 10 018,0 20 081,Étendue de la couche nuageuse dans le secteur,Nébulosité,
Table D/10 BUFR – 7,3 10 018,2 07 000,,Annuler,"Augmentation de l'échelle, de la valeur de référence et du champ de données"
Table D/10 BUFR-8,3 10 018,0 20 065,Couverture neigeuse,,
Table D/10 BUFR-8,3 10 018,0 08 029,Type de surface,,
Table D/10 BUFR-8,3 10 018,2 07 004,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR-8,3 10 018,0 15 030,Indice de contamination par aérosols,,
Table D/10 BUFR-8,3 10 018,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR-8,3 10 018,0 08 075,Identificateur d'orbite ascendante ou descendante,,
Table D/10 BUFR-8,3 10 019,0 01 007,(Données sur l'ozone) Indicateur d'identification du satellite,,
Table D/10 BUFR-8,3 10 019,0 02 019,Instruments satellitaires,= 624 SBUV/2,
Table D/10 BUFR-8,3 10 019,3 01 011,"Année, mois, jour",,
Table D/10 BUFR-8,3 10 019,3 01 013,"Heure, minute, seconde",,
Table D/10 BUFR-8,3 10 019,3 01 023,Latitude/longitude (faible précision),,
Table D/10 BUFR-8,3 10 019,0 07 025,Distance zénithale du soleil,,
Table D/10 BUFR-8,3 10 019,0 08 021,Caractéristique temporelle,= 28 Début du balayage,
Table D/10 BUFR-8,3 10 019,0 07 025,Distance zénithale du soleil,,
Table D/10 BUFR-8,3 10 019,0 08 021,Caractéristique temporelle,= 29 Fin du balayage,
Table D/10 BUFR-8,3 10 019,0 07 025,Distance zénithale du soleil,,
Table D/10 BUFR-8,3 10 019,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler),
Table D/10 BUFR-8,3 10 019,0 08 029,Type de surface,,
Table D/10 BUFR-8,3 10 019,0 05 040,Numéro de l'orbite,,
Table D/10 BUFR-8,3 10 019,0 08 075,Identificateur d'orbite ascendante ou descendante,,
Table D/10 BUFR-8,3 10 019,0 08 003,Caractéristique verticale (observations par satellite),= 0 Surface,
Table D/10 BUFR-8,3 10 019,0 10 004,Pression,= Terrain,
Table D/10 BUFR-8,3 10 019,0 08 003,Caractéristique verticale (observations par satellite),Mis à valeur manquante (annuler),
Table D/10 BUFR-8,3 10 019,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR-8,3 10 019,0 15 001,Ozone total,,
Table D/10 BUFR-8,3 10 019,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR-8,3 10 019,0 33 070,Qualité de l'ozone total,,
Table D/10 BUFR-8,3 10 019,0 15 030,Indice de contamination par aérosols,,
Table D/10 BUFR-8,3 10 019,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR-8,3 10 019,0 20 081,Étendue de la couche nuageuse dans le secteur,Nébulosité,
Table D/10 BUFR-8,3 10 019,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR-8,3 10 019,0 08 003,Caractéristique verticale (observations par satellite),= 2 Sommet des nuages,
Table D/10 BUFR-9,3 10 019,0 33 042,Type de limite représentée par la valeur qui suit,= 0 Limite inférieure exclue,
Table D/10 BUFR-9,3 10 019,0 07 004,Pression,,
Table D/10 BUFR-9,3 10 019,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR-9,3 10 019,0 15 001,Ozone total,Inférieur à la pression au sommet des nuages,
Table D/10 BUFR-9,3 10 019,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR-9,3 10 019,0 08 003,Caractéristique verticale (observations par satellite),Mis à valeur manquante (annuler),
Table D/10 BUFR-9,3 10 019,1 13 021,Répéter 13 descripteurs 21 fois,,
Table D/10 BUFR-9,3 10 019,0 07 004,Pression,Bas de la couche,
Table D/10 BUFR-9,3 10 019,0 07 004,Pression,Sommet de la couche,
Table D/10 BUFR-9,3 10 019,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR-9,3 10 019,0 08 021,Caractéristique temporelle,= 27 Première approximation,
Table D/10 BUFR-9,3 10 019,0 15 005,Pression partielle de l'ozone,,
Table D/10 BUFR-9,3 10 019,0 08 021,Caractéristique temporelle,Mis à valeur manquante (annuler),
Table D/10 BUFR-9,3 10 019,0 15 005,Pression partielle de l'ozone,,
Table D/10 BUFR-9,3 10 019,0 33 007,Degré de confiance,,
Table D/10 BUFR-9,3 10 019,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR-9,3 10 019,0 08 026,Caractéristique matricielle,= 0 Rang de la matrice de noyaux moyens,
Table D/10 BUFR-9,3 10 019,1 01 020,Répéter 1 descripteur 20 fois,,
Table D/10 BUFR-9,3 10 019,0 25 143,Coefficient linéaire,,
Table D/10 BUFR-9,3 10 019,0 08 026,Caractéristique matricielle,Mis à valeur manquante (annuler),
Table D/10 BUFR-9,3 10 019,0 08 043,Type de constituants chimiques ou physiques de l'atmosphère,= 0 Ozone,
Table D/10 BUFR-9,3 10 019,1 09 015,Répéter 9 descripteurs 15 fois,,
Table D/10 BUFR-9,3 10 019,0 07 004,Pression,,
Table D/10 BUFR-9,3 10 019,0 08 090,Échelle décimale des mantisses suivantes,,
Table D/10 BUFR-9,3 10 019,2 07 006,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR-9,3 10 019,0 15 008,Mantisse du rapport de mélange volumétrique,,
Table D/10 BUFR-9,3 10 019,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR – 10,3 10 019,0 08 090,Échelle décimale des mantisses suivantes,Mis à valeur manquante (annuler),
Table D/10 BUFR – 10,3 10 019,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR – 10,3 10 019,0 33 007,Degré de confiance,,
Table D/10 BUFR – 10,3 10 019,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR – 10,3 10 019,0 08 043,Type de constituants chimiques ou physiques de l'atmosphère,Mis à valeur manquante (annuler),
Table D/10 BUFR – 10,3 10 019,0 33 071,Qualité du profil de l'ozone,,
Table D/10 BUFR – 10,3 10 019,1 08 008,Répéter 8 descripteurs 8 fois,,
Table D/10 BUFR – 10,3 10 019,2 02 124,Changer d'échelle,,
Table D/10 BUFR – 10,3 10 019,2 01 107,Changer le champ de données,,
Table D/10 BUFR – 10,3 10 019,0 02 071,Longueur d'onde spectrographique,,
Table D/10 BUFR – 10,3 10 019,2 01 000,Changement du champ de données,Annuler,
Table D/10 BUFR – 10,3 10 019,2 02 000,Changement d'échelle,Annuler,
Table D/10 BUFR – 10,3 10 019,2 07 002,"Augmenter l'échelle, la valeur de référence et le champ de données",,
Table D/10 BUFR – 10,3 10 019,0 20 081,Étendue de la couche nuageuse dans le secteur,Nébulosité,
Table D/10 BUFR – 10,3 10 019,2 07 000,"Augmentation de l'échelle, de la valeur de référence et du champ de données",Annuler,
Table D/10 BUFR – 10,3 10 020,3 10 022,"(Données d'ozone déduites) Indicateur d'identification du satellite, instrument, type de produit",,
Table D/10 BUFR – 10,3 10 020,3 01 011,"Année, mois, jour",,
Table D/10 BUFR – 10,3 10 020,3 01 013,"Heure, minute, seconde",,
Table D/10 BUFR – 10,3 10 020,3 01 021,Latitude/longitude (précision élevée),,
Table D/10 BUFR – 10,3 10 020,3 04 034,"Latitude/longitude, hauteur du soleil, nombre de couches",,
Table D/10 BUFR – 10,3 10 020,3 10 021,"Densité d'ozone intégrée, hauteur d'une couche déterminée",,
